Database Name	1400L19201
Database Link	http://10.25.11.3/ODA/OdaService.asmx
Evaluation Signature	2928ff34-54a8-455d-ab66-f07f402d310a
Plate Name	EP209
Measurement	Measurement 4
Evaluation	Evaluation2
Population	Population - Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Time post-release	AB1-1	AB1-2	AB2-1	AB2-2	Nuclei - Intensity Nucleus dsRed Mean	Nuclei - Intensity Nucleus dsRed StdDev	Nuclei - Intensity Nucleus EGFP Mean	Nuclei - Intensity Nucleus EGFP StdDev	Nuclei - Intensity Cytoplasm Region dsRed Mean	Nuclei - Intensity Cytoplasm Region dsRed StdDev	Nuclei - Intensity Cytoplasm Region EGFP Mean	Nuclei - Intensity Cytoplasm Region EGFP StdDev	
3	4	1	0	9	42	83	1496	[41,1443,163,1539]	-463.01	910.76	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.772	23.418	796.141	223.827	118.491	48.4086	281.91	135.742	
3	4	1	0	9	43	2122	1510	[2085,1472,2158,1580]	-174.38	905.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.389	18.0472	965.977	186.653	140.735	116.15	602.011	328.901	
3	4	1	0	9	44	676	1522	[614,1434,774,1581]	-377.83	907.61	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.84	5.19483	801.222	106.079	123.865	19.455	488.6	303.848	
3	4	1	0	9	45	543	1535	[486,1486,605,1585]	-398.51	904.44	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	141.429	129.049	261.259	144.291	151.245	162.933	168.956	113.834	
3	4	1	0	9	46	819	1579	[763,1526,873,1634]	-360.1	897.77	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.605	5.72622	721.139	148.057	125.874	37.8062	561.657	292.282	
3	4	1	0	9	47	109	1582	[47,1517,171,1646]	-460.47	896.66	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.16	30.1135	854.098	268.092	145.073	141.531	846.916	945.756	
3	4	1	0	9	48	1119	1628	[1050,1553,1165,1678]	-317.78	892.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.87	5.75162	362.299	48.5289	160.544	186.263	309.041	153.982	
3	4	1	0	9	49	1090	1685	[1053,1646,1129,1721]	-321.29	883	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.814	24.6346	205.096	64.9063	124.631	23.8027	140.341	36.8029	
3	4	1	0	9	50	1259	1675	[1228,1644,1292,1811]	-296.47	878.42	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	168.502	106.79	254.195	402.58	135.14	72.6279	149.397	78.1533	
3	4	1	0	9	51	746	1733	[689,1690,792,1799]	-370.93	874.39	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.815	18.0582	342.372	98.0743	134.641	133.28	240.842	170.08	
3	4	1	0	9	52	1145	1769	[1066,1705,1232,1839]	-313.15	870.27	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	137.401	57.8465	228.739	85.6578	166.435	250.623	150.681	93.5754	
3	4	1	0	9	53	853	1812	[801,1760,906,1864]	-354.82	864.79	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.739	8.95425	871.661	189.824	120.376	5.76492	577.93	350.409	
3	4	1	0	9	54	2071	1808	[2019,1731,2158,1875]	-179.08	865.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.64	8.01156	743.82	112.376	131.73	88.1692	624.979	338.985	
3	4	1	0	9	55	624	1831	[562,1778,675,1896]	-387.64	861.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.4	21.1422	253.656	92.9513	128.456	85.7103	223.051	127.75	
3	4	1	0	9	56	1676	1826	[1624,1775,1727,1884]	-238.24	862.5	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.141	6.19774	721.616	112.573	126.55	13.8029	645.108	272.123	
3	4	1	0	9	57	337	1840	[275,1783,396,1904]	-428.05	860.53	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.244	6.0466	969.965	163.67	112.886	6.22639	595.866	323.145	
3	4	1	0	9	58	205	1848	[145,1799,256,1895]	-447.27	859.96	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.854	13.9105	424.797	72.2587	110.117	8.35804	318.836	137.997	
3	4	1	0	9	59	1229	1837	[1182,1798,1300,1880]	-300.6	860.88	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	143.805	90.5086	158.253	25.2991	125.271	40.7239	152.796	64.8033	
3	4	1	0	9	60	1322	1881	[1289,1821,1345,1920]	-288.98	856.69	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	131.804	26.1268	158.733	48.6361	135.214	61.4199	200.476	161.478	
3	4	1	0	9	61	547	1911	[461,1816,612,1970]	-400.28	852.86	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.274	84.2749	885.837	347.888	141.251	105.054	669.29	554.52	
3	4	1	0	9	62	1423	1920	[1340,1848,1494,2060]	-274.4	846.51	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	137.308	63.4414	185.285	179.725	129.274	32.9229	169.944	190.072	
3	4	1	0	9	63	436	1909	[359,1852,490,2013]	-415.83	848.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.448	5.7133	798.894	98.0282	115.669	12.7262	606.942	382.571	
3	4	1	0	9	64	1255	1931	[1153,1851,1308,2011]	-300.03	847.98	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	159.859	134.619	251.677	179.667	122.778	18.1335	146.192	18.2162	
3	4	1	0	9	65	1534	1918	[1484,1865,1585,1970]	-258.25	849.67	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.123	9.32292	864.436	143.433	127.852	14.8971	737.351	391.225	
3	4	1	0	9	66	1642	1932	[1581,1870,1700,1992]	-243.29	848.06	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.695	6.50805	844.994	169.422	128.43	37.1849	747.447	368.615	
3	4	1	0	9	67	2022	1965	[1940,1908,2096,2022]	-188.82	842.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.37	6.27889	780.737	106.217	123.063	28.0219	486.692	325.293	
3	4	1	0	9	68	301	1973	[246,1918,365,2026]	-433	841.98	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.749	9.12883	984.518	254.014	130.61	70.6796	670.741	404.948	
3	4	1	0	9	69	1899	2013	[1841,1943,1962,2074]	-206.36	836.71	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.495	5.53747	605.115	186.042	121.159	15.3151	351.224	191.075	
3	4	1	0	9	70	1767	2048	[1730,2009,1836,2089]	-224.23	830.71	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	131.398	14.0405	1209.85	252.146	185.407	304.579	796.274	680.929	
3	4	1	0	9	71	426	2088	[369,2031,525,2158]	-414.43	824.82	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.732	6.34402	1133.36	150.248	137.811	161.481	783.406	816.143	
3	4	1	0	5	1	443	24	[415,1,497,47]	234.37	1441.66	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.502	12.8708	692.202	140.273	115.078	12.244	390.907	169.742	
3	4	1	0	5	2	1260	80	[1200,19,1313,133]	348.7	1434.07	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.594	72.2407	390.546	67.2092	120.352	9.8201	241.093	103.748	
3	4	1	0	5	3	112	235	[66,190,158,283]	185.37	1411.22	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.852	4.97125	318.539	50.1472	165.08	324.393	276.202	377.106	
3	4	1	0	5	4	340	265	[287,212,398,321]	218.2	1407.19	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.883	5.48992	455.075	68.7881	116.589	26.4531	348.471	135.398	
3	4	1	0	5	5	40	309	[1,265,79,351]	174.97	1400.99	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	105.503	4.99296	418.76	65.4698	105.005	5.24436	273.858	81.5189	
3	4	1	0	5	6	105	353	[49,298,155,404]	184.55	1394.9	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.414	9.16054	148.401	28.4781	107.089	5.1418	134.088	18.2968	
3	4	1	0	5	7	66	441	[17,391,125,490]	179.78	1382.18	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.62	4.8733	450.711	54.1872	109.084	6.98648	388.616	138.77	
3	4	1	0	5	8	764	451	[691,401,834,501]	278.49	1380.65	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.504	6.71368	469.98	55.4435	126.02	25.7365	409.042	277.006	
3	4	1	0	5	9	233	467	[180,414,290,522]	203.34	1378.47	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.78	5.61687	524.277	65.054	156.271	272.361	436.663	265.825	
3	4	1	0	5	10	958	565	[842,499,1018,612]	303.96	1365.19	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.676	5.53173	347.244	71.8232	211.495	475.534	442.808	682.038	
3	4	1	0	5	11	556	570	[476,509,597,629]	247.32	1363.2	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.274	5.34396	620.106	67.3146	116.41	6.67753	494.177	154.643	
3	4	1	0	5	12	492	556	[459,509,527,607]	239.66	1365.9	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.623	5.49599	626.219	92.6415	114.649	5.56069	425.499	167.349	
3	4	1	0	5	13	1152	596	[1103,544,1200,647]	332.89	1360.27	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.458	6.02191	573.045	532.902	123.692	10.8548	308.891	147.584	
3	4	1	0	5	14	1575	664	[1462,615,1629,730]	390.13	1348.75	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.168	6.49911	615.098	91.3581	126.151	49.5285	675.665	1929.16	
3	4	1	0	5	15	685	677	[626,629,743,730]	267.34	1348.52	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.645	12.7926	536.97	123.96	133.156	55.4563	496.273	178.97	
3	4	1	0	5	16	1777	699	[1725,647,1829,754]	422.06	1345.27	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.457	12.5272	486.297	56.8492	135.103	107.311	320.371	295.037	
3	4	1	0	5	17	1991	736	[1940,678,2037,786]	452.05	1341.07	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.391	6.84314	328.485	59.6156	121.349	83.9788	269.121	288.797	
3	4	1	0	5	18	344	745	[292,696,394,811]	218.75	1338.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.664	46.8417	252.221	275.324	197.542	309.053	400.561	1046.86	
3	4	1	0	5	19	525	787	[474,697,574,854]	244.12	1334.57	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.104	10.1238	551.573	86.5543	166.591	285.474	1557.24	6397.99	
3	4	1	0	5	20	243	830	[181,772,302,888]	204.12	1326.55	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.013	6.1491	624.447	79.5767	128.958	91.9854	479.534	211.72	
3	4	1	0	5	21	580	892	[521,837,646,948]	252.22	1318.61	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.992	5.81693	476.085	72.0836	120.865	28.4939	472.017	380.162	
3	4	1	0	5	22	1243	881	[1197,835,1291,933]	346.18	1319.23	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.963	5.298	509.11	70.987	127.031	32.5553	456.346	147.266	
3	4	1	0	5	23	2118	900	[2078,847,2158,958]	471.03	1316.36	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.316	23.2204	734.14	294.386	113.191	11.8511	370.532	232.065	
3	4	1	0	5	24	39	934	[1,888,78,992]	174.92	1310.95	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	105.288	5.05084	440.287	63.5122	112.418	48.0461	417.189	150.314	
3	4	1	0	5	25	1525	960	[1475,905,1575,1013]	386.14	1308.12	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.004	5.64098	501.491	63.2906	120.417	7.38434	348.335	122.756	
3	4	1	0	5	26	1931	1006	[1894,932,2003,1041]	445.12	1304.65	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	165.58	128.779	249.504	219.807	153.671	196.605	149.193	113.206	
3	4	1	0	5	27	968	1005	[912,951,1023,1066]	306.88	1301.79	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.142	10.8144	663.213	101.206	124.104	34.3964	489.535	307.833	
3	4	1	0	5	28	1395	1024	[1329,973,1510,1076]	370.07	1299.03	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.83	7.5187	595.14	65.7844	121.587	5.63852	432.019	111.218	
3	4	1	0	5	29	1563	1061	[1517,1015,1609,1108]	391.6	1294.08	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.752	10.8751	605.464	111.15	178.386	372.862	598.232	1794.82	
3	4	1	0	5	30	1106	1075	[1051,1025,1157,1126]	326.73	1291.99	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.441	9.41474	458.378	52.8184	120.342	6.6126	339.17	229.608	
3	4	1	0	5	31	1222	1052	[1176,1007,1267,1103]	342.84	1295.23	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.545	5.64832	309.013	42.3157	177.427	379.114	426.627	378.369	
3	4	1	0	5	32	1700	1103	[1648,1053,1763,1161]	410.99	1287.64	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.34	10.6928	517.919	82.458	210.701	491.526	425.719	739.043	
3	4	1	0	5	33	956	1118	[899,1067,1006,1168]	304.88	1286.16	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.25	8.63019	602.483	95.5544	128.402	59.5498	526.284	390.831	
3	4	1	0	5	34	1783	1162	[1724,1104,1835,1219]	422.77	1279.82	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.208	4.33973	295.618	38.1906	116.102	4.41744	178.689	26.2233	
3	4	1	0	5	35	1168	1159	[1119,1092,1219,1215]	335.62	1279.86	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.564	6.10998	568.882	77.1251	129.964	50.5949	445.647	833.486	
3	4	1	0	5	36	1373	1155	[1330,1110,1422,1207]	365.1	1280.86	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.512	5.6493	503.022	107.885	122.457	15.0397	351.847	135.904	
3	4	1	0	5	37	1495	1197	[1454,1146,1527,1232]	381.46	1275.31	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	188.829	123.451	247.996	174.425	141.913	85.1726	171.075	153.485	
3	4	1	0	5	38	887	1210	[829,1148,945,1270]	295.42	1273.39	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.528	7.70464	573.859	121.736	125.521	14.67	777.445	1076.74	
3	4	1	0	5	39	1688	1216	[1635,1170,1734,1262]	409	1272.32	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.792	27.7079	384.555	67.3131	119.121	27.4705	245.718	68.4106	
3	4	1	0	5	40	1291	1225	[1249,1185,1346,1268]	352.99	1270.95	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.561	5.53133	432.017	56.8788	165.122	223.829	439.179	299.591	
3	4	1	0	5	41	46	1221	[1,1168,95,1281]	175.44	1271.11	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.788	12.291	459.615	72.6254	144.253	109.371	472.509	224.562	
3	4	1	0	5	42	461	1254	[400,1187,510,1322]	234.77	1266.52	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.721	7.87792	369.545	97.2555	131.495	56.9445	254.612	169.887	
3	4	1	0	5	43	1595	1250	[1543,1198,1648,1303]	395.83	1267.88	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.143	5.37393	503.114	65.4165	144.071	134.908	391.417	302.182	
3	4	1	0	5	44	1463	1343	[1420,1297,1507,1388]	377.33	1254.29	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.654	5.128	433.372	62.103	127.073	23.6287	419.967	123.067	
3	4	1	0	5	45	436	1366	[355,1307,522,1426]	231.76	1251.1	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.332	9.08013	175.119	15.0578	111.672	6.22511	138.814	15.3394	
3	4	1	0	5	46	2111	1383	[2064,1322,2158,1432]	469.79	1248.97	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.131	5.04496	611.12	77.8751	130.604	60.3587	424.981	250.063	
3	4	1	0	5	47	390	1585	[327,1416,464,1637]	226.37	1228.52	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.601	5.15545	463.004	71.6021	143.449	248.589	619.97	495.429	
3	4	1	0	5	48	975	1454	[933,1413,1034,1494]	308.82	1239.1	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.904	28.5087	155.561	107.138	117.11	5.0009	123.805	5.75549	
3	4	1	0	5	49	346	1480	[322,1455,377,1532]	219.41	1233.1	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.104	4.94418	434.223	69.2641	112.712	5.15496	334.064	111.152	
3	4	1	0	5	50	2023	1518	[1967,1463,2108,1576]	457.53	1229.04	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.716	6.64152	409.966	80.5621	161.601	222.568	271.822	326.313	
3	4	1	0	5	51	1711	1567	[1624,1493,1785,1643]	412.22	1221.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.476	7.15579	618.26	74.2203	124.462	23.0762	379.599	262.728	
3	4	1	0	5	52	194	1572	[137,1514,252,1630]	197.31	1221.77	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.036	5.61808	604.431	74.513	110.647	7.1513	455.124	171.439	
3	4	1	0	5	53	2023	1632	[1964,1572,2081,1694]	456.78	1212.88	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.794	9.59199	611.789	94.3611	117.981	35.0357	417.262	227.382	
3	4	1	0	5	54	1796	1717	[1739,1660,1853,1775]	424.71	1201.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.098	5.49074	1057.63	174.413	123.696	24.6105	724.494	412.46	
3	4	1	0	5	55	701	1718	[648,1657,768,1773]	270.84	1200.94	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.357	6.24545	700.948	109.137	117.829	6.85215	575.313	296.049	
3	4	1	0	5	56	1003	1722	[945,1682,1055,1767]	311.77	1200	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	138.349	32.8385	518.595	141.224	169.091	255.167	404.184	288.155	
3	4	1	0	5	57	33	1748	[1,1697,66,1803]	173.76	1196.28	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.015	6.17831	663.166	117.77	111.948	15.0702	654.611	270.797	
3	4	1	0	5	58	228	1752	[146,1698,273,1791]	200.12	1197.59	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	134.646	62.8778	224.224	126.764	109.074	13.3537	126.351	47.7631	
3	4	1	0	5	59	976	1843	[898,1772,1055,1922]	307.97	1183.24	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.317	11.1502	650.066	69.234	127.37	36.8961	458.216	361.932	
3	4	1	0	5	60	30	1872	[1,1822,60,1948]	173.44	1177.9	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.395	6.83798	572.466	122.216	179.111	163.655	1005.97	1727.66	
3	4	1	0	5	61	888	1994	[833,1941,941,2050]	295.65	1161.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.914	5.50886	720.666	97.8302	120.242	8.85015	490.265	191.162	
3	4	1	0	5	62	1545	2038	[1502,1937,1616,2080]	389.86	1159.79	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	136.053	34.2569	267.814	84.6799	217.422	236.934	415.008	412.715	
3	4	1	0	5	63	437	2040	[395,1993,499,2084]	233.04	1155.26	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.355	23.8109	228.874	108.458	119.907	38.751	212.646	435.785	
3	4	1	0	5	64	24	2042	[1,2000,48,2094]	172.72	1154.77	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	144.567	96.9603	511.989	158.68	176.988	214.996	324.816	179.461	
3	4	1	0	5	65	1700	2088	[1647,2035,1753,2144]	411.05	1148.48	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.789	6.4968	842.222	233.359	157.416	246.784	887.961	551.468	
3	4	1	0	5	66	913	2100	[854,2044,974,2158]	299.33	1146.62	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.098	6.49864	639.747	106.542	177.687	373.803	564.805	506.202	
3	4	1	0	5	67	2125	2114	[2090,2047,2158,2158]	471.78	1145.78	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.107	5.51861	818.43	163.664	172.087	275.49	728.993	724.751	
3	4	1	0	5	68	1867	2109	[1801,2061,1922,2158]	434.55	1145.67	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.535	6.14205	556.178	98.598	224.497	453.793	459.39	1064.18	
3	4	1	0	5	69	1614	2118	[1560,2079,1667,2158]	398.32	1143.28	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.491	10.2559	566.757	72.9872	119.669	10.3279	433.337	131.914	
3	4	1	0	5	70	1595	2052	[1561,1986,1626,2088]	395.84	1155.42	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	162.515	168.351	349.421	230.723	120.031	20.1155	195.462	72.2303	
3	4	1	0	2	1	1604	42	[1563,1,1668,91]	-570.71	1439.25	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.969	5.60547	461.783	55.3779	154.071	164.237	397.432	441.786	
3	4	1	0	2	2	875	57	[794,4,932,111]	-675.24	1436.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.045	12.8134	475.035	107.018	126.395	77.7411	344.267	197.596	
3	4	1	0	2	3	1396	56	[1356,17,1448,100]	-600.56	1436.96	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.674	4.75311	384.189	52.3868	132.133	104.312	344.823	110.226	
3	4	1	0	2	4	454	147	[404,97,513,202]	-734.06	1423.71	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.73	5.53516	486.213	77.8298	115.939	19.0546	316.355	174.876	
3	4	1	0	2	5	1099	136	[1052,89,1148,184]	-643.16	1425.54	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.987	5.61826	440.59	55.9401	117.459	5.81112	318.019	103.899	
3	4	1	0	2	6	1446	138	[1404,102,1499,203]	-593.11	1423.97	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.144	14.4289	506.614	86.1278	245.871	484.016	535.113	548.899	
3	4	1	0	2	7	931	214	[871,154,991,273]	-666.7	1414.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.968	11.363	466.666	64.5966	124.467	93.4389	256.003	83.7639	
3	4	1	0	2	8	196	239	[150,194,245,293]	-771.06	1410.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.393	5.60376	345.976	64.6286	111.738	9.5627	261.725	106.598	
3	4	1	0	2	9	1607	255	[1552,199,1664,312]	-570.82	1408.62	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.987	5.49773	641.857	112.834	117.059	6.73922	487.7	212.681	
3	4	1	0	2	10	1096	273	[1048,221,1144,324]	-643.6	1405.92	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.785	6.49233	564.491	95.6005	119.068	5.12276	362.607	153.128	
3	4	1	0	2	11	1987	319	[1932,231,2043,391]	-516.71	1399.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.409	4.91267	511.048	60.468	116.892	29.0212	328.527	125.45	
3	4	1	0	2	12	720	319	[668,272,780,368]	-696.57	1399.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.983	23.4496	460.837	88.7103	115.342	6.74166	247.899	80.4793	
3	4	1	0	2	13	1523	331	[1471,279,1580,384]	-582.83	1397.79	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.605	5.83555	458.514	85.1434	119.736	12.7352	416.449	127.626	
3	4	1	0	2	14	627	354	[572,296,685,411]	-710.01	1394.37	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.436	13.0521	648.511	205.633	120.286	22.3482	427.977	237.864	
3	4	1	0	2	15	1622	369	[1560,312,1704,423]	-568.47	1392.75	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.917	59.3537	247.759	251.156	113.699	4.29295	150.764	33.2658	
3	4	1	0	2	16	566	437	[524,391,609,485]	-718.96	1383.14	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.419	4.17332	245.677	33.6963	111.959	4.35486	169.852	30.772	
3	4	1	0	2	17	715	430	[666,377,765,479]	-697.36	1383.77	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.351	4.91254	517.249	120.509	123.706	58.275	476.654	370.653	
3	4	1	0	2	18	41	440	[1,393,82,497]	-794.06	1381.7	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.177	7.3232	531.272	82.1658	203.911	515.977	382.627	264.792	
3	4	1	0	2	19	626	503	[555,448,682,559]	-710.39	1373.11	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.53	6.64555	915.954	168.936	193.628	290.586	791.702	867.195	
3	4	1	0	2	20	468	551	[421,505,516,601]	-732.44	1366.3	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.58	7.45071	555.332	101.813	115.25	5.67794	425.068	170.951	
3	4	1	0	2	21	887	567	[836,517,941,626]	-672.86	1363.76	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.123	5.25064	498.274	77.2834	131.242	47.6927	506.38	135.212	
3	4	1	0	2	22	349	587	[278,545,407,646]	-750.53	1360.15	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.614	34.2272	223.932	134.497	111.737	10.375	132.21	38.2246	
