Database Name	1400L19201
Database Link	http://10.25.11.3/ODA/OdaService.asmx
Evaluation Signature	2928ff34-54a8-455d-ab66-f07f402d310a
Plate Name	EP209
Measurement	Measurement 4
Evaluation	Evaluation2
Population	Population - Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Time post-release	AB1-1	AB1-2	AB2-1	AB2-2	Nuclei - Intensity Nucleus dsRed Mean	Nuclei - Intensity Nucleus dsRed StdDev	Nuclei - Intensity Nucleus EGFP Mean	Nuclei - Intensity Nucleus EGFP StdDev	Nuclei - Intensity Cytoplasm Region dsRed Mean	Nuclei - Intensity Cytoplasm Region dsRed StdDev	Nuclei - Intensity Cytoplasm Region EGFP Mean	Nuclei - Intensity Cytoplasm Region EGFP StdDev	
3	11	1	0	8	1	2035	54	[1984,6,2086,104]	458.52	1114.15	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.003	7.13396	1100.32	369.208	108.537	5.46211	250.463	102.18	
3	11	1	0	8	2	205	66	[152,13,259,127]	198.73	1111.84	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.042	5.72207	1571.25	443.603	107.81	5.34481	646.865	355.077	
3	11	1	0	8	3	297	71	[252,34,334,108]	211.53	1111.63	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.353	6.32498	1999.81	381.754	126.005	89.0113	891.283	1090.41	
3	11	1	0	8	4	1930	83	[1881,36,1989,169]	443.76	1108.8	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.577	6.57158	1538.46	538.544	112.946	6.045	502.74	263.24	
3	11	1	0	8	5	834	100	[785,50,899,158]	288.54	1107.61	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.061	6.18983	1949.63	284.926	120.369	15.5079	1372.78	1649.61	
3	11	1	0	8	6	1655	82	[1618,40,1703,122]	405.36	1110.07	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.916	20.6765	1428.42	1373.06	122.996	56.1701	919.836	1635.05	
3	11	1	0	8	7	2132	58	[2066,29,2158,136]	470.08	1110.54	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.497	4.69019	291.262	205.801	126.029	79.1423	457.529	970.423	
3	11	1	0	8	8	972	129	[934,91,1022,167]	308.1	1103.63	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	134.798	9.95888	1435.31	754.002	120.625	9.09456	692.787	1135.37	
3	11	1	0	8	9	1238	148	[1190,96,1288,215]	345.2	1099.93	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.841	6.16198	2865.37	490.891	119.607	6.14866	1046.6	573.022	
3	11	1	0	8	10	1377	151	[1339,110,1416,188]	364.88	1100.51	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.114	5.81291	792.008	409.235	122.103	25.2357	265.16	107.056	
3	11	1	0	8	11	1099	164	[1046,113,1162,218]	326.4	1098.13	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.026	6.40156	2877.02	675.257	118.807	6.41762	853.543	542.714	
3	11	1	0	8	12	112	185	[43,125,187,263]	186.15	1095.63	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	105.168	4.96162	276.407	154.783	105.211	4.79702	191.063	146.067	
3	11	1	0	8	13	1701	174	[1654,128,1758,224]	411.7	1097.01	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.558	7.64771	1343.3	384.571	115.141	5.41083	543.521	320.26	
3	11	1	0	8	14	585	170	[546,120,619,202]	252.33	1098.36	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	154.22	151.887	537.897	249.971	162.868	95.172	783.752	963.541	
3	11	1	0	8	15	2110	179	[2056,114,2158,230]	468.89	1097.14	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.857	5.18268	1565.89	621.097	109.757	5.31155	547.026	371.987	
3	11	1	0	8	16	232	191	[176,140,281,259]	202.02	1094.39	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.237	4.45699	195.362	34.3596	106.409	4.08985	147.174	12.5628	
3	11	1	0	8	17	45	258	[1,100,90,306]	174.78	1089.86	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	103.834	4.49696	231.371	93.4983	110.222	45.1299	220.579	313.631	
3	11	1	0	8	18	1914	201	[1803,162,2018,272]	442.11	1091.21	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.618	6.74914	262.004	149.407	178.049	235.209	458.805	693.145	
3	11	1	0	8	19	144	302	[63,222,208,371]	190.58	1079.93	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.099	5.00485	301.556	176.896	107.797	9.25002	190.549	109.826	
3	11	1	0	8	20	1870	277	[1810,239,1915,314]	434.62	1082.98	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.343	5.82186	1108.35	790.711	123.563	14.1887	531.862	254.975	
3	11	1	0	8	21	2110	383	[2058,303,2158,430]	469.13	1068.39	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.04	6.03	1508.7	269.137	110.69	5.05565	649.073	353.618	
3	11	1	0	8	22	1704	422	[1668,386,1752,458]	411.99	1062.03	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.597	6.10234	2629.92	620.743	150.353	84.0266	2289.24	4679.56	
3	11	1	0	8	23	313	467	[255,415,365,517]	212.9	1055.83	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.158	5.32376	308.095	189.901	109.728	7.55028	267.088	391.465	
3	11	1	0	8	24	1674	491	[1626,450,1714,536]	407.23	1051.69	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.267	5.44038	3084.44	487.569	119.564	5.9318	1279.48	942.786	
3	11	1	0	8	25	773	531	[716,483,829,583]	279.11	1046.16	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.056	5.07691	2173.61	398.758	122.616	19.9397	1152.53	697.859	
3	11	1	0	8	26	270	557	[236,519,303,603]	207.56	1042.74	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.708	4.40486	393.063	811.775	108.399	6.75916	205.729	333.259	
3	11	1	0	8	27	1689	570	[1652,534,1724,611]	409.24	1040.85	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.934	6.80401	2287.38	513.137	123.086	14.2401	1249.65	750.84	
3	11	1	0	8	28	1617	568	[1581,521,1654,609]	399.31	1041.11	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.23	5.12845	2933.27	649.278	132.367	31.2615	1279.76	1172.47	
3	11	1	0	8	29	216	583	[184,549,252,619]	200.66	1038.89	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.955	4.69459	225.162	139.71	106.582	4.49946	164.606	155.909	
3	11	1	0	8	30	1855	657	[1778,609,1935,728]	432.83	1027.14	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.274	11.3152	624.583	613.764	118.732	7.77276	1391.64	777.573	
3	11	1	0	8	31	1533	645	[1477,611,1577,681]	387.2	1030.33	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.59	6.65486	1731.47	540.732	119.136	5.38738	677.688	482.815	
3	11	1	0	8	32	550	701	[503,649,595,750]	248.38	1022.8	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.095	14.9076	399.257	575.358	119.298	29.3943	760.223	2768.15	
3	11	1	0	8	33	1071	704	[1019,648,1119,772]	321.5	1021.18	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.949	4.72277	410.97	582.855	121.078	20.4999	317.257	337.755	
3	11	1	0	8	34	1501	709	[1464,658,1549,747]	382.97	1021.59	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	135.102	9.03223	2340.02	396.342	120.194	6.85703	740.843	448.099	
3	11	1	0	8	35	1125	773	[1090,743,1165,805]	329.81	1012.5	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.014	4.96347	475.11	415.61	117.017	4.25405	178.696	82.236	
3	11	1	0	8	36	1445	811	[1409,761,1505,849]	375.81	1007.32	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.404	5.86239	273.655	136.579	118.402	5.97103	457.501	1937.28	
3	11	1	0	8	37	592	811	[537,777,628,870]	253.81	1005.9	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.154	7.98927	1684.18	475.946	121.534	10.036	1278.74	776.37	
3	11	1	0	8	38	646	827	[615,781,675,872]	261.17	1004.06	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.617	6.5414	1655.38	339.754	121.887	9.26409	1271.48	788.154	
3	11	1	0	8	39	352	846	[302,802,398,892]	219.95	1002.08	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.369	4.93266	2102.45	387.263	138.478	141.126	1176.32	919.451	
3	11	1	0	8	40	741	860	[702,814,784,1011]	275.08	996.67	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.237	8.15067	1709.72	420	123.187	8.34373	1617.18	746.302	
3	11	1	0	8	41	442	922	[401,878,504,964]	233.37	990.97	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.319	66.8893	544.206	2739.08	116.685	41.3785	480.696	2321.97	
3	11	1	0	8	42	1051	938	[1004,893,1104,1000]	319.25	987.85	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.298	5.1078	249.42	111.677	118.482	7.77276	186.75	93.3462	
3	11	1	0	8	43	338	943	[288,886,388,993]	217.53	988.42	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.09	4.77764	2460.52	346.053	121.319	52.229	1370.99	1273.73	
3	11	1	0	8	44	1151	984	[1107,945,1202,1041]	333.45	982.06	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	131.568	7.47534	2557.35	482.673	169.936	173.428	924.419	624.506	
3	11	1	0	8	45	58	981	[14,937,107,1028]	178.26	982.44	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.263	6.2731	1134.79	267.228	142.076	193.207	957.816	480.707	
3	11	1	0	8	46	1932	1006	[1812,959,2003,1058]	441.65	978.24	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.343	6.86475	1756.36	932.956	114.916	6.35131	878.267	695.349	
3	11	1	0	8	47	599	1050	[551,1004,645,1117]	255.04	972.01	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.371	5.60226	350.436	282.23	113.665	5.89419	176.41	96.7561	
3	11	1	0	8	48	1127	1043	[1086,996,1180,1103]	329.75	973.79	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.723	7.43361	2477.15	416.889	122.102	6.17426	887.582	462.553	
3	11	1	0	8	49	1450	1055	[1404,1016,1505,1097]	375.87	971.81	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.656	5.67629	241.598	217.852	125.765	30.7288	485.71	1076.26	
3	11	1	0	8	50	1730	1097	[1697,1038,1764,1153]	414.88	966.26	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.804	10.4294	363.064	583.372	145.154	73.5524	1050.71	2853.02	
3	11	1	0	8	51	1102	1247	[1055,1200,1149,1296]	325.99	945.02	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.748	8.92767	1510.07	444.221	119.778	4.8609	551.342	332.25	
3	11	1	0	8	52	1231	1141	[1138,1098,1286,1256]	343.81	955.44	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.702	5.83917	1811.33	285.35	125.458	7.70887	1088.22	606.886	
3	11	1	0	8	53	1100	1480	[1054,1380,1147,1534]	326.45	914.01	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.64	7.14097	1697.13	273.394	136.084	54.4291	912.258	524.352	
3	11	1	0	8	54	346	1468	[295,1432,383,1506]	218.25	913.36	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.504	4.82518	2360.8	338.444	110.446	5.25595	726.392	578.994	
3	11	1	0	8	55	120	1489	[76,1455,151,1522]	186.23	910.2	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.97	21.5974	612.536	1565.82	147.055	135.377	234.56	440.019	
3	11	1	0	8	56	1683	1511	[1600,1454,1804,1575]	410.64	907.2	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.857	6.66332	1278.61	316.192	131.152	56.3919	1354.18	1932.05	
3	11	1	0	8	57	1421	1542	[1375,1481,1468,1600]	371.56	903.28	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.242	7.25281	2740.53	618.392	136.158	108.814	831.39	822.7	
3	11	1	0	8	58	1877	1538	[1775,1481,1935,1595]	434.19	903.85	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.719	5.42677	1542.08	260.567	119.318	6.84455	1194.59	573.941	
3	11	1	0	8	59	1725	1583	[1694,1555,1755,1611]	414.39	897.35	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.9	16.5528	607.206	268.28	121.397	28.9632	219.436	110.587	
3	11	1	0	8	60	489	1614	[390,1558,541,1668]	237.01	892.2	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.736	4.921	2124.46	494.511	115.23	7.38431	1328.41	3302.84	
3	11	1	0	8	61	1800	1599	[1745,1534,1856,1731]	424.08	890.14	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.311	5.30816	1394.93	221.892	118.881	6.23281	949.003	414.041	
3	11	1	0	8	62	304	1655	[245,1609,354,1702]	212.73	886.78	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.215	7.64296	2671.83	335.302	114.739	7.7843	1398.69	778.151	
3	11	1	0	8	63	1693	1655	[1639,1618,1734,1706]	409.24	886.58	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.583	5.66572	2224.62	599.402	121.469	8.77549	1285.15	664.651	
3	11	1	0	8	64	170	1655	[104,1597,251,1725]	195	886.92	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.407	6.72687	384.33	562.457	133.045	112.423	438.617	463.451	
3	11	1	0	8	65	640	1764	[588,1637,692,1825]	260.22	876.73	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.482	5.09389	2528.78	447.963	125.045	34.2278	1660.01	1050.44	
3	11	1	0	8	66	1617	1754	[1563,1694,1666,1810]	398.93	873.03	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.264	6.17359	2256.01	328.753	122.1	7.4344	1280.73	649.861	
3	11	1	0	8	67	1197	1764	[1158,1726,1241,1805]	339.89	871.52	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.417	5.3501	2270.11	422.162	121.773	6.92832	676.047	359.717	
3	11	1	0	8	68	766	1787	[712,1755,801,1829]	278.25	867.9	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.115	4.66816	379.454	244.433	115.843	4.97308	303.743	375.422	
3	11	1	0	8	69	1715	1812	[1631,1682,1774,1861]	411.11	869.79	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.981	4.78505	545.709	776.268	117.642	7.46507	744.082	724.703	
3	11	1	0	8	70	1075	1792	[1030,1752,1134,1834]	323.37	867.21	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.046	4.61726	1050.56	277.777	120.04	5.02411	843.144	565.253	
3	11	1	0	8	71	727	1837	[686,1788,777,1899]	273.49	859.27	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.778	5.02481	591.369	362.555	120.081	7.80425	897.037	631.798	
3	11	1	0	8	72	1024	1832	[972,1785,1071,1898]	313.67	860.64	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.186	5.9373	3002.45	686.582	120.184	5.13264	875.77	423.928	
3	11	1	0	8	73	734	1938	[693,1894,774,1977]	273.98	847.43	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	131.279	8.80875	2086.79	445.341	118.519	6.21336	725.944	412.263	
3	11	1	0	8	74	1413	1947	[1356,1905,1465,1997]	369.87	845.08	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.66	5.7172	2606.29	723.547	119.1	5.05747	644.443	340.738	
3	11	1	0	8	75	1251	1962	[1214,1925,1294,2003]	347.26	843.31	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.52	5.98477	2326.74	418.959	120.709	5.88784	883.051	452.375	
3	11	1	0	8	76	1313	1993	[1275,1959,1356,2029]	355.91	839.2	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.1	6.05958	2950.13	710.793	125.892	26.7678	837.404	507.866	
3	11	1	0	8	77	391	2009	[362,1977,423,2045]	225.62	836.45	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.615	4.54585	456.784	352.339	109.09	4.87253	395.023	341.271	
3	11	1	0	8	78	1576	2036	[1522,1990,1620,2136]	392.35	830.23	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.761	5.38024	1688.3	324.152	118.276	5.62999	834.984	421.798	
3	11	1	0	8	79	66	2063	[8,2013,119,2134]	179.06	827.66	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.267	51.2119	331.846	676.728	104.154	10.5511	128.511	55.0719	
3	11	1	0	8	80	1295	2060	[1255,2016,1346,2101]	354.08	829.63	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.048	4.79023	467.556	168.747	115.278	4.46208	225.245	291.533	
3	11	1	0	8	81	1487	2116	[1443,2031,1534,2158]	381.41	823.85	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.206	5.37226	2602.96	603.247	119.814	6.09666	1842.68	962.064	
3	11	1	0	8	82	1711	2082	[1679,2050,1741,2124]	412.37	825.74	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.046	8.49021	500.444	395.753	114.309	4.83652	235.952	145.636	
3	11	1	0	8	83	1822	2111	[1765,2065,1960,2158]	432.65	820.98	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.675	7.11391	1745.69	345.642	115.283	5.98546	1017.76	566.399	
3	11	1	0	8	84	222	2133	[176,2082,299,2158]	202.71	819.08	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	105.792	4.41709	436.029	317.069	107.3	6.45303	779.457	964.433	
3	11	1	0	9	1	1883	84	[1838,27,1931,136]	-208.47	1109.9	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.498	12.3879	840.582	798.894	112.605	7.4913	706.622	991.026	
3	11	1	0	9	2	1745	96	[1710,51,1780,134]	-228.27	1108.51	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.521	26.7032	3095.88	857.947	114.644	18.6289	830.574	618.676	
3	11	1	0	9	3	1200	125	[1150,85,1241,178]	-306.43	1103.54	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.219	7.52126	2215.2	448.943	119.023	5.50938	827.797	516.811	
3	11	1	0	9	4	853	153	[810,99,896,200]	-355.28	1100.72	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.667	5.79755	2554.24	391.506	118.093	7.07956	901.184	566.323	
3	11	1	0	9	5	934	153	[894,116,971,212]	-343.55	1099.25	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.399	5.70814	1589.86	384.07	167.959	164.162	630.73	477.989	
3	11	1	0	9	6	1520	156	[1474,113,1569,202]	-260.18	1099.7	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.182	4.71399	1340.69	269.868	118.292	8.52848	714.118	392.981	
3	11	1	0	9	7	1222	189	[1178,154,1260,227]	-302.69	1094.53	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.321	6.04009	2164.03	470.598	119.338	5.05138	806.284	472.528	
3	11	1	0	9	8	111	342	[47,285,172,394]	-460.85	1074.03	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.567	22.4941	244.739	136.492	108.73	19.6837	218.12	168.34	
3	11	1	0	9	9	656	363	[602,318,704,411]	-383.22	1070.72	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.833	5.89123	2405.17	394.613	117.168	5.5072	1308.61	962.411	
3	11	1	0	9	10	1738	399	[1694,339,1777,441]	-229.33	1065.73	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.929	4.31663	355.883	110.523	113.996	4.45216	859.062	3149.2	
3	11	1	0	9	11	71	408	[24,358,198,453]	-462.33	1063.43	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.593	26.1484	296.659	497.384	108.073	12.2542	388.845	564.167	
3	11	1	0	9	12	542	387	[490,340,622,435]	-398.23	1066.43	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.541	7.15112	2396.24	360.176	118.123	7.19013	1720.11	1143.52	
3	11	1	0	9	13	1919	504	[1874,443,1965,569]	-203.93	1051.06	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.444	15.391	322.633	598.777	111.439	4.53355	462.436	1383.58	
3	11	1	0	9	14	2121	632	[2076,588,2158,676]	-174.68	1032.17	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.269	5.81006	2178.34	367.311	113.781	8.00213	1356.95	925.98	
3	11	1	0	9	15	652	641	[613,609,687,676]	-383.84	1030.66	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.685	6.03057	843.692	298.852	119.794	9.29701	1031.4	2128.22	
3	11	1	0	9	16	1226	690	[1181,630,1268,776]	-302.89	1022.74	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.588	4.54566	274.748	134.205	227.7	285.379	1430.08	3688.98	
3	11	1	0	9	17	1467	685	[1419,644,1512,729]	-268.07	1024.34	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.773	6.96861	2064.29	344.08	121.002	6.41177	939.775	620.004	
3	11	1	0	9	18	254	711	[205,665,338,751]	-438.58	1021.7	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.725	6.49378	3060.88	739.746	111.909	6.91574	1110.46	1727.9	
3	11	1	0	9	19	924	767	[867,724,1022,840]	-341.69	1011.05	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.57	6.90109	1919.26	370.431	123.104	8.64139	1620.97	1010.08	
3	11	1	0	9	20	1990	787	[1934,747,2034,827]	-194.43	1010.17	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.849	6.1964	2154.08	337.17	115.867	9.77445	861.731	492.393	
3	11	1	0	9	21	1677	827	[1629,766,1720,875]	-238.05	1005.63	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.523	8.74451	3319.23	557.228	118.835	5.95898	1024.24	604.776	
3	11	1	0	9	22	1574	848	[1499,790,1668,1021]	-251.49	994.38	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.164	8.94614	1712.26	730.975	118.117	6.35198	646.332	448.786	
3	11	1	0	9	23	654	928	[621,893,689,971]	-383.34	989.77	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.587	4.29706	295.108	182.518	113.343	4.31582	139.409	18.1043	
3	11	1	0	9	24	1342	974	[1290,907,1394,1030]	-285.87	984.73	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.301	6.11076	347.363	223.199	117.924	4.58665	283.149	662.729	
3	11	1	0	9	25	38	972	[1,935,80,1012]	-470.51	983.94	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.186	6.62869	2404.83	725.53	104.796	6.01575	895.112	578.464	
3	11	1	0	9	26	71	1037	[27,987,112,1081]	-466.04	974.16	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.626	4.96687	2399.91	567.488	107.408	7.14414	1225.49	789.357	
3	11	1	0	9	27	1070	1100	[1017,1059,1115,1148]	-324.17	965.32	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.424	6.70814	423.824	1070.83	119.198	5.16809	361.295	1037.06	
3	11	1	0	9	28	400	1111	[362,1073,450,1150]	-418.5	964.11	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.192	13.384	1690.99	486.139	148.542	218.045	554.426	401.708	
3	11	1	0	9	29	54	1128	[1,1092,94,1172]	-469.15	961.31	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.887	6.091	1204.36	564.4	105.528	5.89546	200.217	125.119	
3	11	1	0	9	30	1032	1157	[1001,1111,1117,1199]	-326.57	957.08	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.357	4.70522	404.478	469.885	117.532	4.57015	190.075	181.741	
3	11	1	0	9	31	2047	1350	[2000,1306,2088,1409]	-185.64	928.93	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.675	6.8559	2622.97	360.94	117.454	7.61552	1678.41	806.923	
3	11	1	0	9	32	141	1366	[97,1318,185,1412]	-456.25	928.19	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.229	4.98869	2143.26	513.151	108.4	5.45389	1174.56	699.864	
3	11	1	0	9	33	382	1430	[323,1385,477,1478]	-419.4	918.11	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.32	6.00755	2724.95	1027.58	112.629	5.46511	1174.74	960.056	
3	11	1	0	9	34	491	1483	[447,1446,527,1527]	-406.57	911.08	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.274	4.82158	2937.74	698.842	115.028	5.84867	994.678	693.461	
3	11	1	0	9	35	1815	1548	[1774,1514,1862,1593]	-218.33	901.57	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.473	5.06827	245.676	155.94	114.836	4.42266	153.618	57.2984	
3	11	1	0	9	36	971	1570	[927,1530,1005,1607]	-339.04	899.66	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	186.956	233.977	615.72	1926.08	127.075	55.0284	261.789	528.562	
3	11	1	0	9	37	122	1645	[83,1606,162,1691]	-458.84	888.14	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.304	4.99428	2722.92	513.693	107.852	5.03821	800.976	506.652	
3	11	1	0	9	38	205	1674	[161,1632,247,1717]	-447.29	884.08	+10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.668	5.40762	2853.24	533.689	110.525	6.32725	1005.55	565.175	
