,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl
16467,3,6,1,0,12,2,353,481,NI,0.507049,0.0786453,112.969,274.456,0,0.0,0,4,w4_f12_c2
16739,3,6,1,1,12,2,320,410,NI,0.501333,0.111347,115.408,445.238,0,0.0,0,4,w4_f12_c2
20206,3,6,1,2,12,2,296,428,NI,0.495915,0.0986723,115.715,632.756,0,0.0,0,4,w4_f12_c2
20590,3,6,1,3,12,2,304,393,NI,0.486895,0.111094,115.615,677.537,0,0.0,0,4,w4_f12_c2
20992,3,6,1,4,12,2,310,434,NI,0.498212,0.0663093,116.119,713.464,0,0.0,0,4,w4_f12_c2
21401,3,6,1,5,12,2,292,412,NI,0.48851,0.0848474,116.19,776.562,0,0.0,0,4,w4_f12_c2
21808,3,6,1,6,12,2,289,402,NI,0.489938,0.100856,117.183,756.938,0,0.0,0,4,w4_f12_c2
22216,3,6,1,7,12,2,311,408,NI,0.48746,0.0919323,118.032,776.011,0,0.0,0,4,w4_f12_c2
22622,3,6,1,8,12,2,302,418,NI,0.510037,0.0643549,117.071,771.911,0,0.0,0,4,w4_f12_c2
23021,3,6,1,9,12,2,298,400,NI,0.493843,0.0756129,116.677,830.66,0,0.0,0,4,w4_f12_c2
16468,3,6,1,0,12,3,732,617,NI,0.351591,0.492096,119.423,265.839,0,0.0,0,4,w4_f12_c3
16740,3,6,1,1,12,3,711,555,NI,0.374997,0.417599,121.248,424.27,0,0.0,0,4,w4_f12_c3
20207,3,6,1,2,12,3,696,549,NI,0.378793,0.383748,121.108,546.003,0,0.0,0,4,w4_f12_c3
20591,3,6,1,3,12,3,699,536,NI,0.379665,0.442947,121.276,593.677,0,0.0,0,4,w4_f12_c3
20993,3,6,1,4,12,3,698,544,NI,0.428112,0.265539,120.945,560.923,0,0.0,0,4,w4_f12_c3
21402,3,6,1,5,12,3,690,548,NI,0.412944,0.296836,121.416,599.107,0,0.0,0,4,w4_f12_c3
21809,3,6,1,6,12,3,685,538,NI,0.394671,0.347049,121.675,687.867,0,0.0,0,4,w4_f12_c3
22217,3,6,1,7,12,3,696,542,NI,0.39718,0.324177,121.698,661.407,0,0.0,0,4,w4_f12_c3
22623,3,6,1,8,12,3,687,532,NI,0.467399,0.17933,121.99,611.219,0,0.0,0,4,w4_f12_c3
23022,3,6,1,9,12,3,694,533,NI,0.470287,0.161906,122.965,609.473,0,0.0,0,4,w4_f12_c3
17099,3,6,1,10,12,3,726,390,NI,0.454358,0.194639,123.612,624.205,0,0.0,0,4,w4_f12_c3
17498,3,6,1,11,12,3,739,405,NI,0.444193,0.215907,124.526,641.763,0,0.0,0,4,w4_f12_c3
17889,3,6,1,12,12,3,726,409,NI,0.458427,0.197598,124.375,606.259,0,0.0,0,4,w4_f12_c3
18281,3,6,1,13,12,3,737,401,NI,0.45049,0.215152,125.16,614.815,0,0.0,0,4,w4_f12_c3
18669,3,6,1,14,12,3,730,405,NI,0.457879,0.217107,125.814,597.531,0,0.0,0,4,w4_f12_c3
19061,3,6,1,15,12,3,719,386,NI,0.452255,0.212689,125.158,601.624,0,0.0,0,4,w4_f12_c3
19449,3,6,1,16,12,3,725,380,NI,0.462137,0.191126,126.151,604.138,0,0.0,0,4,w4_f12_c3
19834,3,6,1,17,12,3,718,402,NI,0.443589,0.224664,126.937,622.456,0,0.0,0,4,w4_f12_c3
16469,3,6,1,0,12,4,746,824,NI,0.426589,0.319807,120.262,329.163,0,0.0,0,4,w4_f12_c4
16741,3,6,1,1,12,4,668,854,NI,0.408849,0.359247,121.775,554.745,0,0.0,0,4,w4_f12_c4
20208,3,6,1,2,12,4,724,969,NI,0.408789,0.318372,123.343,620.617,0,0.0,0,4,w4_f12_c4
20592,3,6,1,3,12,4,759,959,NI,0.420864,0.273591,123.561,663.13,0,0.0,0,4,w4_f12_c4
20994,3,6,1,4,12,4,685,858,NI,0.465832,0.152291,121.818,539.221,0,0.0,0,4,w4_f12_c4
21403,3,6,1,5,12,4,689,884,NI,0.444473,0.183919,122.144,443.34,0,0.0,0,4,w4_f12_c4
21810,3,6,1,6,12,4,760,946,NI,0.447143,0.17856,122.938,245.537,0,0.0,0,4,w4_f12_c4
22218,3,6,1,7,12,4,732,982,NI,0.447336,0.167229,122.889,,0,0.0,0,4,w4_f12_c4
22624,3,6,1,8,12,4,732,982,NI,0.502102,0.0885486,122.512,,0,0.0,0,4,w4_f12_c4
23023,3,6,1,9,12,4,762,986,NI,0.494216,0.0862499,123.589,210.693,0,0.0,0,4,w4_f12_c4
17100,3,6,1,10,12,4,762,986,NI,0.479121,0.126689,123.504,,0,0.0,0,4,w4_f12_c4
17499,3,6,1,11,12,4,761,884,NI,0.449484,0.174883,123.864,217.724,0,0.0,0,4,w4_f12_c4
17890,3,6,1,12,12,4,761,884,NI,0.462318,0.139011,123.281,,0,0.0,0,4,w4_f12_c4
18282,3,6,1,13,12,4,782,874,NI,0.465843,0.143981,123.618,308.697,0,0.0,0,4,w4_f12_c4
18670,3,6,1,14,12,4,782,865,NI,0.469886,0.142353,123.468,521.463,0,0.0,0,4,w4_f12_c4
19062,3,6,1,15,12,4,766,844,NI,0.472791,0.140629,123.189,665.744,0,0.0,0,4,w4_f12_c4
19450,3,6,1,16,12,4,783,847,NI,0.46245,0.171029,123.611,705.244,0,0.0,0,4,w4_f12_c4
19835,3,6,1,17,12,4,745,803,NI,0.454631,0.174663,123.381,701.046,0,0.0,0,4,w4_f12_c4
16742,3,6,1,1,12,5,73,104,NI,0.370542,0.341484,110.09,227.537,0,0.0,0,4,w4_f12_c5
20209,3,6,1,2,12,5,57,84,NI,0.394433,0.3094,111.185,268.405,0,0.0,0,4,w4_f12_c5
20593,3,6,1,3,12,5,52,69,NI,0.405544,0.338605,115.085,301.911,0,0.0,0,4,w4_f12_c5
20995,3,6,1,4,12,5,19,19,NI,0.452905,0.15017,107.911,288.603,0,0.0,0,4,w4_f12_c5
21404,3,6,1,5,12,5,75,89,NI,0.415546,0.236381,112.956,329.364,0,0.0,0,4,w4_f12_c5
21811,3,6,1,6,12,5,59,65,NI,0.408346,0.30654,115.743,344.229,0,0.0,0,4,w4_f12_c5
22219,3,6,1,7,12,5,89,100,NI,0.413148,0.268059,113.699,349.581,0,0.0,0,4,w4_f12_c5
22625,3,6,1,8,12,5,22,22,NI,0.471882,0.123326,110.777,336.672,0,0.0,0,4,w4_f12_c5
23024,3,6,1,9,12,5,21,21,NI,0.471213,0.0616523,126.025,332.972,0,0.0,0,4,w4_f12_c5
17101,3,6,1,10,12,5,21,21,NI,0.453835,0.119334,119.983,,0,0.0,0,4,w4_f12_c5
17500,3,6,1,11,12,5,48,129,NI,0.429429,0.262276,218.619,379.117,0,0.0,0,4,w4_f12_c5
16744,3,6,1,1,12,7,1904,1020,NI,0.329863,0.546202,120.267,270.047,0,0.0,0,4,w4_f12_c7
20211,3,6,1,2,12,7,1848,1031,NI,0.350772,0.489679,120.526,266.721,0,0.0,0,4,w4_f12_c7
20595,3,6,1,3,12,7,1827,1044,NI,0.375324,0.40064,120.855,281.382,0,0.0,0,4,w4_f12_c7
20997,3,6,1,4,12,7,1857,959,NI,0.380665,0.384727,119.987,354.208,0,0.0,0,4,w4_f12_c7
21406,3,6,1,5,12,7,1892,957,NI,0.372585,0.355144,120.104,328.012,0,0.0,0,4,w4_f12_c7
21813,3,6,1,6,12,7,1933,997,NI,0.411481,0.274089,120.501,314.347,0,0.0,0,4,w4_f12_c7
22221,3,6,1,7,12,7,1860,1006,NI,0.386669,0.344542,120.088,317.4,0,0.0,0,4,w4_f12_c7
22626,3,6,1,8,12,7,1854,1047,NI,0.40847,0.285181,120.187,368.941,0,0.0,0,4,w4_f12_c7
23025,3,6,1,9,12,7,1878,999,NI,0.359334,0.469821,120.703,357.441,0,0.0,0,4,w4_f12_c7
17102,3,6,1,10,12,7,1924,905,NI,0.341769,0.574997,120.936,322.764,0,0.0,0,4,w4_f12_c7
17501,3,6,1,11,12,7,1948,915,NI,0.338562,0.563995,121.206,299.487,0,0.0,0,4,w4_f12_c7
17891,3,6,1,12,12,7,1934,912,NI,0.375975,0.426271,121.617,336.109,0,0.0,0,4,w4_f12_c7
18283,3,6,1,13,12,7,1912,951,NI,0.367105,0.46662,122.831,330.251,0,0.0,0,4,w4_f12_c7
18671,3,6,1,14,12,7,1917,972,NI,0.35796,0.479454,123.323,312.558,0,0.0,0,4,w4_f12_c7
19063,3,6,1,15,12,7,1934,960,NI,0.35506,0.514683,126.706,304.531,0,0.0,0,4,w4_f12_c7
19451,3,6,1,16,12,7,1924,963,NI,0.350947,0.520238,155.274,296.154,0,0.0,0,4,w4_f12_c7
19836,3,6,1,17,12,7,1939,977,NI,0.362639,0.446865,177.886,301.848,0,0.0,0,4,w4_f12_c7
16745,3,6,1,1,12,8,421,1325,NI,0.377534,0.416341,118.597,229.8,0,0.0,0,4,w4_f12_c8
20212,3,6,1,2,12,8,437,1327,NI,0.375348,0.457877,119.559,260.632,0,0.0,0,4,w4_f12_c8
20596,3,6,1,3,12,8,454,1336,NI,0.361822,0.522525,119.242,267.983,0,0.0,0,4,w4_f12_c8
20998,3,6,1,4,12,8,437,1335,NI,0.377193,0.379641,118.557,268.375,0,0.0,0,4,w4_f12_c8
21407,3,6,1,5,12,8,432,1346,NI,0.35891,0.451842,119.806,281.588,0,0.0,0,4,w4_f12_c8
21814,3,6,1,6,12,8,462,1346,NI,0.350215,0.495538,120.43,283.165,0,0.0,0,4,w4_f12_c8
22222,3,6,1,7,12,8,456,1365,NI,0.337447,0.508035,120.644,279.254,0,0.0,0,4,w4_f12_c8
22627,3,6,1,8,12,8,483,1365,NI,0.383788,0.375127,120.721,274.093,0,0.0,0,4,w4_f12_c8
23026,3,6,1,9,12,8,479,1366,NI,0.389779,0.353583,121.324,285.233,0,0.0,0,4,w4_f12_c8
17103,3,6,1,10,12,8,574,1265,NI,0.369904,0.431675,122.045,311.338,0,0.0,0,4,w4_f12_c8
17502,3,6,1,11,12,8,580,1271,NI,0.373872,0.416885,122.437,313.604,0,0.0,0,4,w4_f12_c8
17892,3,6,1,12,12,8,626,1249,NI,0.403736,0.323367,123.086,312.842,0,0.0,0,4,w4_f12_c8
18284,3,6,1,13,12,8,605,1255,NI,0.409443,0.305427,124.04,317.662,0,0.0,0,4,w4_f12_c8
18672,3,6,1,14,12,8,604,1202,NI,0.38244,0.403097,122.521,337.212,0,0.0,0,4,w4_f12_c8
19064,3,6,1,15,12,8,580,1178,NI,0.399968,0.325175,122.355,335.337,0,0.0,0,4,w4_f12_c8
19452,3,6,1,16,12,8,584,1174,NI,0.401708,0.323207,122.966,344.855,0,0.0,0,4,w4_f12_c8
19837,3,6,1,17,12,8,580,1157,NI,0.394425,0.34132,122.947,351.556,0,0.0,0,4,w4_f12_c8
16746,3,6,1,1,12,9,1576,1686,NI,0.448266,0.198997,125.346,278.508,0,0.0,0,4,w4_f12_c9
20213,3,6,1,2,12,9,1546,1672,NI,0.45274,0.197247,125.535,315.204,0,0.0,0,4,w4_f12_c9
20597,3,6,1,3,12,9,1601,1648,NI,0.474546,0.147779,125.807,293.899,0,0.0,0,4,w4_f12_c9
20999,3,6,1,4,12,9,1611,1626,NI,0.461341,0.167557,125.736,457.922,0,0.0,0,4,w4_f12_c9
21408,3,6,1,5,12,9,1632,1598,NI,0.455776,0.170485,125.851,442.641,0,0.0,0,4,w4_f12_c9
21815,3,6,1,6,12,9,1618,1619,NI,0.481084,0.119616,127.341,389.883,0,0.0,0,4,w4_f12_c9
22223,3,6,1,7,12,9,1630,1605,NI,0.472978,0.134359,126.25,421.621,0,0.0,0,4,w4_f12_c9
22628,3,6,1,8,12,9,1642,1598,NI,0.462001,0.172402,125.943,496.523,0,0.0,0,4,w4_f12_c9
23027,3,6,1,9,12,9,1636,1580,NI,0.460022,0.178285,126.363,485.703,0,0.0,0,4,w4_f12_c9
17104,3,6,1,10,12,9,1659,1482,NI,0.467418,0.163979,127.193,440.87,0,0.0,0,4,w4_f12_c9
17503,3,6,1,11,12,9,1666,1491,NI,0.470117,0.154602,127.674,384.889,0,0.0,0,4,w4_f12_c9
17893,3,6,1,12,12,9,1692,1495,NI,0.442762,0.254732,126.418,425.943,0,0.0,0,4,w4_f12_c9
18285,3,6,1,13,12,9,1696,1468,NI,0.448641,0.262475,126.508,413.62,0,0.0,0,4,w4_f12_c9
18673,3,6,1,14,12,9,1700,1458,NI,0.519994,0.0798766,214.729,1021.88,0,0.0,0,4,w4_f12_c9
19065,3,6,1,15,12,9,1706,1401,NI,0.527044,0.0551753,309.255,2793.86,0,0.0,0,4,w4_f12_c9
19453,3,6,1,16,12,9,1709,1399,NI,0.525785,0.054905,333.373,4724.35,0,0.0,0,4,w4_f12_c9
19838,3,6,1,17,12,9,1711,1436,NI,0.525181,0.0644449,547.218,3603.35,0,0.0,0,4,w4_f12_c9
16470,3,6,1,0,13,1,1499,198,NI,0.364983,0.488186,119.686,261.107,0,0.0,0,4,w4_f13_c1
16747,3,6,1,1,13,1,1458,156,NI,0.369423,0.427876,121.546,507.611,0,0.0,0,4,w4_f13_c1
20214,3,6,1,2,13,1,1453,126,NI,0.366166,0.460596,121.252,684.759,0,0.0,0,4,w4_f13_c1
20598,3,6,1,3,13,1,1411,144,NI,0.35939,0.40834,121.423,739.239,0,0.0,0,4,w4_f13_c1
21000,3,6,1,4,13,1,1446,196,NI,0.402785,0.285649,121.646,807.597,0,0.0,0,4,w4_f13_c1
21409,3,6,1,5,13,1,1443,195,NI,0.381103,0.375467,122.121,892.133,0,0.0,0,4,w4_f13_c1
21816,3,6,1,6,13,1,1420,170,NI,0.378621,0.351406,122.161,934.169,0,0.0,0,4,w4_f13_c1
22224,3,6,1,7,13,1,1435,184,NI,0.365497,0.470073,122.113,969.782,0,0.0,0,4,w4_f13_c1
22629,3,6,1,8,13,1,1441,181,NI,0.361917,0.404788,122.285,918.009,0,0.0,0,4,w4_f13_c1
23028,3,6,1,9,13,1,1439,171,NI,0.328501,0.636774,121.834,883.998,0,0.0,0,4,w4_f13_c1
17105,3,6,1,10,13,1,1469,106,NI,0.313664,0.568886,120.057,984.602,0,0.0,0,4,w4_f13_c1
17504,3,6,1,11,13,1,1470,108,NI,0.309357,0.534415,119.978,1010.64,0,0.0,0,4,w4_f13_c1
17894,3,6,1,12,13,1,1470,100,NI,0.310256,0.557943,121.121,964.094,0,0.0,0,4,w4_f13_c1
18286,3,6,1,13,13,1,1466,96,NI,0.32262,0.526946,121.784,970.981,0,0.0,0,4,w4_f13_c1
18674,3,6,1,14,13,1,1482,101,NI,0.305139,0.524072,121.24,998.592,0,0.0,0,4,w4_f13_c1
19066,3,6,1,15,13,1,1478,104,NI,0.323435,0.422556,120.582,1045.87,0,0.0,0,4,w4_f13_c1
19454,3,6,1,16,13,1,1490,99,NI,0.317325,0.482013,120.694,1035.68,0,0.0,0,4,w4_f13_c1
19839,3,6,1,17,13,1,1477,113,NI,0.32652,0.450777,120.666,1093.89,0,0.0,0,4,w4_f13_c1
16471,3,6,1,0,13,2,1638,341,NI,0.411772,0.315855,120.05,241.717,0,0.0,0,4,w4_f13_c2
16748,3,6,1,1,13,2,1619,302,NI,0.420248,0.284467,125.009,394.544,0,0.0,0,4,w4_f13_c2
20215,3,6,1,2,13,2,1608,291,NI,0.440151,0.252065,122.779,503.394,0,0.0,0,4,w4_f13_c2
20599,3,6,1,3,13,2,1613,283,NI,0.458077,0.217158,124.261,482.497,0,0.0,0,4,w4_f13_c2
21001,3,6,1,4,13,2,1618,279,NI,0.474917,0.163615,125.091,509.699,0,0.0,0,4,w4_f13_c2
21410,3,6,1,5,13,2,1619,287,NI,0.469977,0.164949,125.745,526.407,0,0.0,0,4,w4_f13_c2
21817,3,6,1,6,13,2,1615,270,NI,0.466405,0.160237,121.324,507.583,0,0.0,0,4,w4_f13_c2
22225,3,6,1,7,13,2,1608,280,NI,0.470159,0.175925,125.071,518.036,0,0.0,0,4,w4_f13_c2
22630,3,6,1,8,13,2,1614,270,NI,0.485344,0.134631,121.307,442.066,0,0.0,0,4,w4_f13_c2
23029,3,6,1,9,13,2,1609,268,NI,0.442376,0.232931,120.352,447.161,0,0.0,0,4,w4_f13_c2
16472,3,6,1,0,13,3,566,385,NI,0.365034,0.38193,117.119,284.45,0,0.0,0,4,w4_f13_c3
16749,3,6,1,1,13,3,547,365,NI,0.401018,0.268652,118.633,488.194,0,0.0,0,4,w4_f13_c3
20216,3,6,1,2,13,3,536,323,NI,0.414476,0.263909,118.558,694.582,0,0.0,0,4,w4_f13_c3
20600,3,6,1,3,13,3,538,321,NI,0.402717,0.275236,118.068,763.406,0,0.0,0,4,w4_f13_c3
21002,3,6,1,4,13,3,531,320,NI,0.407296,0.270183,118.058,976.169,0,0.0,0,4,w4_f13_c3
21411,3,6,1,5,13,3,529,316,NI,0.435583,0.221633,119.06,1081.13,0,0.0,0,4,w4_f13_c3
21818,3,6,1,6,13,3,552,347,NI,0.494306,0.0637415,119.876,2520.14,0,0.0,0,4,w4_f13_c3
22226,3,6,1,7,13,3,538,298,NI,0.499358,0.0625534,143.599,4825.97,0,0.0,0,4,w4_f13_c3
22631,3,6,1,8,13,3,528,310,NI,0.51269,0.0649025,342.211,5251.95,0,0.0,0,4,w4_f13_c3
23030,3,6,1,9,13,3,525,311,NI,0.507394,0.0675383,788.344,5978.05,0,0.0,0,4,w4_f13_c3
17111,3,6,1,10,13,3,569,210,NI,0.512448,0.0665766,1081.36,3690.11,0,0.0,0,4,w4_f13_c3
17510,3,6,1,11,13,3,575,215,NI,0.513718,0.0676137,1028.63,3568.63,0,0.0,0,4,w4_f13_c3
17899,3,6,1,12,13,3,578,213,NI,0.510351,0.0723581,1240.89,4501.89,0,0.0,0,4,w4_f13_c3
18291,3,6,1,13,13,3,574,211,NI,0.510053,0.074079,1315.46,4828.6,0,0.0,0,4,w4_f13_c3
18678,3,6,1,14,13,3,574,206,NI,0.513459,0.0756208,1350.06,4935.55,0,0.0,0,4,w4_f13_c3
19070,3,6,1,15,13,3,571,210,NI,0.508533,0.067722,1342.88,4685.97,0,0.0,0,4,w4_f13_c3
19458,3,6,1,16,13,3,572,206,NI,0.510424,0.0754915,1319.47,4605.49,0,0.0,0,4,w4_f13_c3
19843,3,6,1,17,13,3,575,211,NI,0.507944,0.0764654,1152.25,4091.7,0,0.0,0,4,w4_f13_c3
16473,3,6,1,0,13,4,1279,906,NI,0.335782,0.604412,123.438,325.01,0,0.0,0,4,w4_f13_c4
16750,3,6,1,1,13,4,1360,1041,NI,0.34462,0.620549,126.542,,0,0.0,0,4,w4_f13_c4
20217,3,6,1,2,13,4,1366,1045,NI,0.332128,0.634844,126.376,265.564,0,0.0,0,4,w4_f13_c4
20601,3,6,1,3,13,4,1432,1044,NI,0.344824,0.601839,126.186,317.705,0,0.0,0,4,w4_f13_c4
21003,3,6,1,4,13,4,1416,1045,NI,0.345794,0.577936,126.116,335.43,0,0.0,0,4,w4_f13_c4
21412,3,6,1,5,13,4,1405,1023,NI,0.348184,0.600829,126.441,355.486,0,0.0,0,4,w4_f13_c4
21819,3,6,1,6,13,4,1374,1036,NI,0.351803,0.620268,126.987,361.785,0,0.0,0,4,w4_f13_c4
22227,3,6,1,7,13,4,1414,1041,NI,0.356047,0.601209,126.09,337.758,0,0.0,0,4,w4_f13_c4
22632,3,6,1,8,13,4,1409,1045,NI,0.347405,0.615417,125.885,348.381,0,0.0,0,4,w4_f13_c4
23031,3,6,1,9,13,4,1430,1051,NI,0.345228,0.628162,125.986,333.59,0,0.0,0,4,w4_f13_c4
16474,3,6,1,0,13,5,1680,1186,NI,0.341236,0.629629,121.239,321.502,0,0.0,0,4,w4_f13_c5
16751,3,6,1,1,13,5,1655,1040,NI,0.401227,0.302882,125.044,565.787,0,0.0,0,4,w4_f13_c5
20218,3,6,1,2,13,5,1708,1033,NI,0.347199,0.586202,123.218,710.333,0,0.0,0,4,w4_f13_c5
20602,3,6,1,3,13,5,1756,997,NI,0.34302,0.535885,123.514,727.028,0,0.0,0,4,w4_f13_c5
21004,3,6,1,4,13,5,1745,854,NI,0.419703,0.248746,123.285,725.845,0,0.0,0,4,w4_f13_c5
21413,3,6,1,5,13,5,1736,887,NI,0.432829,0.21125,124.566,738.509,0,0.0,0,4,w4_f13_c5
21820,3,6,1,6,13,5,1715,906,NI,0.444496,0.197315,124.559,748.9,0,0.0,0,4,w4_f13_c5
22228,3,6,1,7,13,5,1738,877,NI,0.419836,0.333067,124.112,747.053,0,0.0,0,4,w4_f13_c5
22633,3,6,1,8,13,5,1693,895,NI,0.423407,0.315561,125.038,669.044,0,0.0,0,4,w4_f13_c5
23032,3,6,1,9,13,5,1697,1018,NI,0.426945,0.278432,125.815,600.597,0,0.0,0,4,w4_f13_c5
17112,3,6,1,10,13,5,1720,908,NI,0.415506,0.379061,125.214,628.997,0,0.0,0,4,w4_f13_c5
17511,3,6,1,11,13,5,1724,930,NI,0.408411,0.407669,125.091,615.058,0,0.0,0,4,w4_f13_c5
17900,3,6,1,12,13,5,1725,926,NI,0.420433,0.325273,125.083,559.891,0,0.0,0,4,w4_f13_c5
18292,3,6,1,13,13,5,1720,874,NI,0.418821,0.325431,124.199,539.831,0,0.0,0,4,w4_f13_c5
18679,3,6,1,14,13,5,1738,839,NI,0.410849,0.332564,124.998,424.032,0,0.0,0,4,w4_f13_c5
19071,3,6,1,15,13,5,1694,897,NI,0.398564,0.364559,125.518,434.699,0,0.0,0,4,w4_f13_c5
19459,3,6,1,16,13,5,1675,953,NI,0.398223,0.410792,125.574,406.665,0,0.0,0,4,w4_f13_c5
19844,3,6,1,17,13,5,1652,950,NI,0.391224,0.425838,124.968,426.784,0,0.0,0,4,w4_f13_c5
16752,3,6,1,1,13,6,247,338,NI,0.372792,0.390012,112.593,219.829,0,0.0,0,4,w4_f13_c6
20219,3,6,1,2,13,6,239,337,NI,0.37189,0.411535,113.268,291.953,0,0.0,0,4,w4_f13_c6
20603,3,6,1,3,13,6,238,332,NI,0.343186,0.462459,113.21,289.353,0,0.0,0,4,w4_f13_c6
21005,3,6,1,4,13,6,235,315,NI,0.369774,0.389296,113.98,304.818,0,0.0,0,4,w4_f13_c6
21414,3,6,1,5,13,6,245,328,NI,0.361794,0.431831,114.739,321.511,0,0.0,0,4,w4_f13_c6
21821,3,6,1,6,13,6,233,307,NI,0.367194,0.427048,114.841,346.953,0,0.0,0,4,w4_f13_c6
22229,3,6,1,7,13,6,233,307,NI,0.515091,0.0611024,114.632,,0,0.0,0,4,w4_f13_c6
22634,3,6,1,8,13,6,234,290,NI,0.521938,0.0498234,543.265,289.499,0,0.0,0,4,w4_f13_c6
23033,3,6,1,9,13,6,236,294,NI,0.520091,0.053975,630.982,387.161,0,0.0,0,4,w4_f13_c6
17113,3,6,1,10,13,6,273,207,NI,0.51455,0.0546688,789.112,304.858,0,0.0,0,4,w4_f13_c6
17512,3,6,1,11,13,6,280,207,NI,0.512926,0.0563234,785.629,298.783,0,0.0,0,4,w4_f13_c6
17901,3,6,1,12,13,6,282,193,NI,0.512982,0.0591858,937.264,340.312,0,0.0,0,4,w4_f13_c6
18293,3,6,1,13,13,6,280,208,NI,0.511995,0.0596234,966.911,347.079,0,0.0,0,4,w4_f13_c6
18680,3,6,1,14,13,6,279,205,NI,0.5138,0.0589816,972.836,345.237,0,0.0,0,4,w4_f13_c6
19072,3,6,1,15,13,6,277,202,NI,0.515816,0.0554142,932.544,338.351,0,0.0,0,4,w4_f13_c6
19460,3,6,1,16,13,6,274,203,NI,0.514294,0.0582753,908.086,339.354,0,0.0,0,4,w4_f13_c6
19845,3,6,1,17,13,6,276,206,NI,0.514172,0.0577285,764.056,321.0,0,0.0,0,4,w4_f13_c6
16753,3,6,1,1,13,7,1204,973,NI,0.366278,0.52018,127.711,596.293,0,0.0,0,4,w4_f13_c7
20220,3,6,1,2,13,7,1176,886,NI,0.354178,0.506654,126.66,784.022,0,0.0,0,4,w4_f13_c7
20604,3,6,1,3,13,7,1154,867,NI,0.36393,0.461953,126.312,916.945,0,0.0,0,4,w4_f13_c7
21006,3,6,1,4,13,7,1180,869,NI,0.374702,0.456823,126.181,952.647,0,0.0,0,4,w4_f13_c7
21415,3,6,1,5,13,7,1164,877,NI,0.384255,0.397585,126.268,1034.81,0,0.0,0,4,w4_f13_c7
21822,3,6,1,6,13,7,1173,866,NI,0.400729,0.332303,126.797,1384.2,0,0.0,0,4,w4_f13_c7
22230,3,6,1,7,13,7,1167,870,NI,0.372272,0.402848,126.541,1584.28,0,0.0,0,4,w4_f13_c7
22635,3,6,1,8,13,7,1170,876,NI,0.391678,0.349706,126.633,1485.52,0,0.0,0,4,w4_f13_c7
23034,3,6,1,9,13,7,1182,865,NI,0.387962,0.356414,126.42,1561.0,0,0.0,0,4,w4_f13_c7
17114,3,6,1,10,13,7,1209,756,NI,0.412996,0.328492,126.755,1610.62,0,0.0,0,4,w4_f13_c7
17513,3,6,1,11,13,7,1222,758,NI,0.417474,0.311543,126.785,1508.08,0,0.0,0,4,w4_f13_c7
17902,3,6,1,12,13,7,1220,762,NI,0.400196,0.33302,126.848,1649.3,0,0.0,0,4,w4_f13_c7
18294,3,6,1,13,13,7,1217,764,NI,0.412718,0.286752,126.805,1593.97,0,0.0,0,4,w4_f13_c7
18681,3,6,1,14,13,7,1200,765,NI,0.432822,0.274126,126.61,1637.69,0,0.0,0,4,w4_f13_c7
19073,3,6,1,15,13,7,1203,751,NI,0.451321,0.228286,126.219,1646.59,0,0.0,0,4,w4_f13_c7
19461,3,6,1,16,13,7,1202,761,NI,0.439886,0.254762,126.438,1593.6,0,0.0,0,4,w4_f13_c7
19846,3,6,1,17,13,7,1172,755,NI,0.517991,0.0585949,128.754,2114.47,0,0.0,0,4,w4_f13_c7
16754,3,6,1,1,13,8,1706,2041,NI,0.465079,0.212225,910.819,856.202,0,0.0,0,4,w4_f13_c8
20221,3,6,1,2,13,8,1697,2029,NI,0.458029,0.224019,1023.81,959.028,0,0.0,0,4,w4_f13_c8
20605,3,6,1,3,13,8,1703,2025,NI,0.457929,0.226223,827.05,944.526,0,0.0,0,4,w4_f13_c8
21007,3,6,1,4,13,8,1701,2028,NI,0.461535,0.222733,905.144,1021.24,0,0.0,0,4,w4_f13_c8
21416,3,6,1,5,13,8,1708,2036,NI,0.449279,0.234574,915.858,1074.76,0,0.0,0,4,w4_f13_c8
21823,3,6,1,6,13,8,1693,2023,NI,0.456308,0.229036,963.63,1146.3,0,0.0,0,4,w4_f13_c8
22231,3,6,1,7,13,8,1712,2036,NI,0.43918,0.243574,1023.47,1194.15,0,0.0,0,4,w4_f13_c8
22636,3,6,1,8,13,8,1703,2029,NI,0.451441,0.235884,1035.57,1241.91,0,0.0,0,4,w4_f13_c8
23035,3,6,1,9,13,8,1702,2036,NI,0.439999,0.233493,1050.46,1291.99,0,0.0,0,4,w4_f13_c8
21825,3,6,1,6,14,10,1775,644,NI,0.389919,0.304868,121.771,496.798,0,0.0,0,4,w4_f14_c10
22233,3,6,1,7,14,10,1775,622,NI,0.397638,0.31169,122.186,476.61,0,0.0,0,4,w4_f14_c10
22637,3,6,1,8,14,10,1820,682,NI,0.384246,0.335833,120.699,464.964,0,0.0,0,4,w4_f14_c10
23036,3,6,1,9,14,10,1841,702,NI,0.331997,0.601848,120.221,460.752,0,0.0,0,4,w4_f14_c10
17115,3,6,1,10,14,10,1926,667,NI,0.389296,0.348063,119.479,489.599,0,0.0,0,4,w4_f14_c10
17514,3,6,1,11,14,10,1950,668,NI,0.378911,0.36819,119.757,454.972,0,0.0,0,4,w4_f14_c10
