,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl,growth
71913,5,7,1,2,20,6,1244,2002,Lpp_dotA,0.492117,0.319051,829.994,1909.86,8,14.5136,1,15,w15_f20_c6,0
72054,5,7,1,3,20,6,1235,1977,Lpp_dotA,0.500718,0.204029,1112.68,1688.05,4,3.82488,1,15,w15_f20_c6,0
72198,5,7,1,4,20,6,1246,2009,Lpp_dotA,0.496894,0.174177,1125.14,1566.36,2,1.71159,1,15,w15_f20_c6,0
72343,5,7,1,5,20,6,1231,1992,Lpp_dotA,0.507956,0.175692,1124.33,1782.13,3,2.76823,1,15,w15_f20_c6,0
72488,5,7,1,6,20,6,1232,2007,Lpp_dotA,0.509163,0.184975,1116.33,1950.5,3,2.83809,1,15,w15_f20_c6,0
72629,5,7,1,7,20,6,1232,2009,Lpp_dotA,0.51414,0.144199,1170.95,2211.81,3,2.48006,1,15,w15_f20_c6,0
72771,5,7,1,8,20,6,1226,2010,Lpp_dotA,0.508979,0.17716,1176.06,2323.45,3,2.82936,1,15,w15_f20_c6,0
72919,5,7,1,9,20,6,1221,1985,Lpp_dotA,0.502429,0.162118,1080.93,2311.44,3,2.83809,1,15,w15_f20_c6,0
70710,5,7,1,10,20,6,1252,1911,Lpp_dotA,0.510142,0.198804,1215.29,2991.25,5,4.47109,1,15,w15_f20_c6,0
70858,5,7,1,11,20,6,1256,1909,Lpp_dotA,0.508586,0.187597,1269.42,3205.05,4,4.19165,1,15,w15_f20_c6,0
71007,5,7,1,12,20,6,1254,1923,Lpp_dotA,0.502099,0.206718,1241.23,3005.77,3,4.20911,1,15,w15_f20_c6,0
71157,5,7,1,13,20,6,1253,1919,Lpp_dotA,0.503073,0.195469,1232.63,3113.4,3,3.85981,1,15,w15_f20_c6,0
71309,5,7,1,14,20,6,1254,1917,Lpp_dotA,0.50302,0.205109,1216.46,3101.39,4,3.89474,1,15,w15_f20_c6,0
71460,5,7,1,15,20,6,1252,1916,Lpp_dotA,0.501735,0.184308,1234.48,2987.99,3,2.60231,1,15,w15_f20_c6,0
71611,5,7,1,16,20,6,1255,1917,Lpp_dotA,0.513366,0.13024,1228.94,2822.41,2,1.69412,1,15,w15_f20_c6,0
71764,5,7,1,17,20,6,1253,1912,Lpp_dotA,0.508488,0.158915,1244.38,3027.2,2,1.91244,1,15,w15_f20_c6,0
70567,5,7,1,1,20,7,693,2101,Lpp_dotA,0.367083,0.330142,117.952,275.556,1,1.53694,1,15,w15_f20_c7,0
71914,5,7,1,2,20,7,731,2097,Lpp_dotA,0.343529,0.377136,117.821,283.851,1,2.11329,1,15,w15_f20_c7,0
72055,5,7,1,3,20,7,707,2084,Lpp_dotA,0.351555,0.362061,121.447,323.399,1,1.5806,1,15,w15_f20_c7,0
72199,5,7,1,4,20,7,696,2082,Lpp_dotA,0.35667,0.362839,121.699,324.06,0,0.0,0,15,w15_f20_c7,0
72344,5,7,1,5,20,7,690,2091,Lpp_dotA,0.371475,0.325364,125.07,331.932,0,0.0,0,15,w15_f20_c7,0
72489,5,7,1,6,20,7,716,2092,Lpp_dotA,0.395315,0.283456,125.723,333.32,1,0.602549,1,15,w15_f20_c7,0
72630,5,7,1,7,20,7,700,2103,Lpp_dotA,0.389067,0.269652,118.067,313.972,0,0.0,0,15,w15_f20_c7,0
72772,5,7,1,8,20,7,710,2100,Lpp_dotA,0.389923,0.290786,121.916,318.705,0,0.0,0,15,w15_f20_c7,0
72920,5,7,1,9,20,7,670,2095,Lpp_dotA,0.397728,0.256679,121.622,319.989,0,0.0,0,15,w15_f20_c7,0
70711,5,7,1,10,20,7,701,2047,Lpp_dotA,0.420119,0.2469,125.486,338.855,1,1.12651,1,15,w15_f20_c7,0
70859,5,7,1,11,20,7,727,2061,Lpp_dotA,0.414646,0.24938,126.362,364.485,5,7.78075,1,15,w15_f20_c7,0
71008,5,7,1,12,20,7,766,2055,Lpp_dotA,0.41011,0.248487,125.962,346.536,4,2.50626,1,15,w15_f20_c7,0
71158,5,7,1,13,20,7,719,2058,Lpp_dotA,0.395871,0.279842,128.098,328.315,1,1.77272,1,15,w15_f20_c7,0
71310,5,7,1,14,20,7,747,2054,Lpp_dotA,0.403075,0.280419,127.061,,2,1.25749,1,15,w15_f20_c7,0
71461,5,7,1,15,20,7,727,2047,Lpp_dotA,0.392079,0.298884,128.5,352.126,1,0.829597,1,15,w15_f20_c7,0
71612,5,7,1,16,20,7,735,2048,Lpp_dotA,0.396564,0.299434,128.85,400.899,9,6.25254,1,15,w15_f20_c7,0
71765,5,7,1,17,20,7,747,2056,Lpp_dotA,0.392345,0.310467,130.3,398.527,1,1.35355,1,15,w15_f20_c7,0
70451,5,7,1,0,21,1,166,387,Lpp_dotA,0.312186,0.642168,112.034,255.592,15,26.3113,1,15,w15_f21_c1,0
70568,5,7,1,1,21,1,203,415,Lpp_dotA,0.328883,0.538933,112.588,446.262,16,25.3245,1,15,w15_f21_c1,0
71915,5,7,1,2,21,1,229,415,Lpp_dotA,0.355123,0.524715,114.226,564.498,13,23.1152,1,15,w15_f21_c1,0
72056,5,7,1,3,21,1,212,422,Lpp_dotA,0.372228,0.447889,114.387,609.487,12,20.8709,1,15,w15_f21_c1,0
72200,5,7,1,4,21,1,201,415,Lpp_dotA,0.400859,0.302807,113.947,694.001,14,25.7262,1,15,w15_f21_c1,0
72346,5,7,1,5,21,1,163,437,Lpp_dotA,0.393179,0.300615,113.582,719.954,13,32.5901,1,15,w15_f21_c1,0
72490,5,7,1,6,21,1,209,413,Lpp_dotA,0.39312,0.313097,113.713,727.975,20,27.202,1,15,w15_f21_c1,0
72632,5,7,1,7,21,1,195,412,Lpp_dotA,0.366838,0.397982,114.548,761.352,24,30.0838,1,15,w15_f21_c1,0
72774,5,7,1,8,21,1,224,404,Lpp_dotA,0.397907,0.340105,115.057,762.552,10,29.2979,1,15,w15_f21_c1,0
72922,5,7,1,9,21,1,201,400,Lpp_dotA,0.39201,0.338684,114.747,772.635,18,27.8483,1,15,w15_f21_c1,0
70712,5,7,1,10,21,1,239,304,Lpp_dotA,0.381436,0.41151,115.447,747.551,15,25.7786,1,15,w15_f21_c1,0
70860,5,7,1,11,21,1,237,306,Lpp_dotA,0.390074,0.408048,115.744,744.053,8,22.9929,1,15,w15_f21_c1,0
71009,5,7,1,12,21,1,236,313,Lpp_dotA,0.347848,0.517155,116.584,704.236,9,23.5169,1,15,w15_f21_c1,0
71159,5,7,1,13,21,1,219,321,Lpp_dotA,0.381001,0.413908,116.31,716.896,6,21.718,1,15,w15_f21_c1,0
71311,5,7,1,14,21,1,220,324,Lpp_dotA,0.373184,0.429927,117.359,666.843,5,17.8232,1,15,w15_f21_c1,0
71462,5,7,1,15,21,1,217,314,Lpp_dotA,0.390697,0.376359,117.419,688.477,7,15.7623,1,15,w15_f21_c1,0
71613,5,7,1,16,21,1,222,301,Lpp_dotA,0.390873,0.358734,117.556,689.593,13,19.2903,1,15,w15_f21_c1,0
71766,5,7,1,17,21,1,213,298,Lpp_dotA,0.409122,0.307817,116.91,716.226,11,19.0021,1,15,w15_f21_c1,0
70452,5,7,1,0,21,2,91,1502,Lpp_dotA,0.385603,0.389862,114.532,1917.46,7,13.7364,1,15,w15_f21_c2,0
70569,5,7,1,1,21,2,70,1457,Lpp_dotA,0.386108,0.344208,160.871,1759.12,5,7.19566,1,15,w15_f21_c2,0
71916,5,7,1,2,21,2,76,1462,Lpp_dotA,0.393866,0.41498,219.513,2040.91,10,13.3172,1,15,w15_f21_c2,0
72057,5,7,1,3,21,2,76,1468,Lpp_dotA,0.394265,0.382664,255.236,2243.81,12,15.6488,1,15,w15_f21_c2,0
72201,5,7,1,4,21,2,79,1463,Lpp_dotA,0.400642,0.349002,231.546,1924.0,9,8.56668,1,15,w15_f21_c2,0
72347,5,7,1,5,21,2,82,1404,Lpp_dotA,0.392215,0.345146,282.47,550.731,16,14.304,1,15,w15_f21_c2,0
72491,5,7,1,6,21,2,87,1441,Lpp_dotA,0.400332,0.313837,269.605,495.163,16,8.29597,1,15,w15_f21_c2,0
72633,5,7,1,7,21,2,88,1423,Lpp_dotA,0.398189,0.33276,312.861,557.604,11,16.6356,1,15,w15_f21_c2,0
72775,5,7,1,8,21,2,87,1429,Lpp_dotA,0.420674,0.316549,313.487,554.558,7,11.0205,1,15,w15_f21_c2,0
72923,5,7,1,9,21,2,97,1407,Lpp_dotA,0.414328,0.301511,312.054,551.678,16,11.7803,1,15,w15_f21_c2,0
70713,5,7,1,10,21,2,106,1335,Lpp_dotA,0.405766,0.355636,294.457,598.515,16,25.1324,1,15,w15_f21_c2,0
70861,5,7,1,11,21,2,105,1344,Lpp_dotA,0.406693,0.335764,299.308,589.737,12,18.7751,1,15,w15_f21_c2,0
71010,5,7,1,12,21,2,98,1336,Lpp_dotA,0.400193,0.374625,302.52,572.97,13,22.6524,1,15,w15_f21_c2,0
71160,5,7,1,13,21,2,95,1307,Lpp_dotA,0.412572,0.351959,310.139,599.474,13,21.9101,1,15,w15_f21_c2,0
71312,5,7,1,14,21,2,102,1355,Lpp_dotA,0.403374,0.391145,324.275,622.948,9,21.7442,1,15,w15_f21_c2,0
71463,5,7,1,15,21,2,102,1348,Lpp_dotA,0.408426,0.365318,315.669,650.315,10,22.8183,1,15,w15_f21_c2,0
71614,5,7,1,16,21,2,97,1320,Lpp_dotA,0.419669,0.353327,310.635,671.338,8,17.2294,1,15,w15_f21_c2,0
71767,5,7,1,17,21,2,97,1310,Lpp_dotA,0.439438,0.292382,305.961,682.85,6,20.443,1,15,w15_f21_c2,0
70570,5,7,1,1,21,3,1898,1740,Lpp_dotA,0.393702,0.300666,120.04,317.331,0,0.0,0,15,w15_f21_c3,0
71917,5,7,1,2,21,3,1874,1732,Lpp_dotA,0.392587,0.30411,122.315,383.279,0,0.0,0,15,w15_f21_c3,0
72058,5,7,1,3,21,3,1796,1598,Lpp_dotA,0.372386,0.370153,121.891,468.213,0,0.0,0,15,w15_f21_c3,0
72202,5,7,1,4,21,3,1775,1636,Lpp_dotA,0.367747,0.389494,124.262,674.144,1,1.58933,1,15,w15_f21_c3,0
72348,5,7,1,5,21,3,1792,1617,Lpp_dotA,0.371065,0.354877,124.993,700.25,2,2.7857,1,15,w15_f21_c3,0
72492,5,7,1,6,21,3,1756,1606,Lpp_dotA,0.375583,0.335603,124.247,740.552,6,3.37078,1,15,w15_f21_c3,0
72634,5,7,1,7,21,3,1686,1579,Lpp_dotA,0.382029,0.317031,124.109,719.909,2,3.67642,1,15,w15_f21_c3,0
72776,5,7,1,8,21,3,1803,1682,Lpp_dotA,0.406522,0.261136,124.229,591.47,5,6.38353,1,15,w15_f21_c3,0
72924,5,7,1,9,21,3,1790,1636,Lpp_dotA,0.391776,0.296704,123.49,582.715,6,5.70239,1,15,w15_f21_c3,0
70714,5,7,1,10,21,3,1792,1515,Lpp_dotA,0.377848,0.387941,123.709,729.923,2,3.82488,1,15,w15_f21_c3,0
70862,5,7,1,11,21,3,1774,1504,Lpp_dotA,0.391808,0.316112,123.953,760.141,3,4.49729,1,15,w15_f21_c3,0
71011,5,7,1,12,21,3,1810,1559,Lpp_dotA,0.401358,0.295421,126.719,554.22,4,4.21785,1,15,w15_f21_c3,0
71161,5,7,1,13,21,3,1757,1488,Lpp_dotA,0.367712,0.41196,124.979,738.017,7,2.89049,1,15,w15_f21_c3,0
71313,5,7,1,14,21,3,1792,1516,Lpp_dotA,0.402383,0.305091,127.453,523.17,3,3.1612,1,15,w15_f21_c3,0
71464,5,7,1,15,21,3,1815,1528,Lpp_dotA,0.407578,0.263504,126.506,449.846,2,1.70286,1,15,w15_f21_c3,0
71615,5,7,1,16,21,3,1841,1552,Lpp_dotA,0.410758,0.266365,125.254,422.311,5,5.71112,1,15,w15_f21_c3,0
71768,5,7,1,17,21,3,1865,1567,Lpp_dotA,0.397584,0.281919,125.061,459.111,6,7.9816,1,15,w15_f21_c3,0
70571,5,7,1,1,21,4,1541,2035,Lpp_dotA,0.396034,0.419329,123.409,253.669,13,34.4763,1,15,w15_f21_c4,0
71918,5,7,1,2,21,4,1533,2031,Lpp_dotA,0.419942,0.309789,123.481,247.507,23,43.4447,1,15,w15_f21_c4,0
72059,5,7,1,3,21,4,1538,2026,Lpp_dotA,0.416969,0.311669,123.29,247.698,17,43.0954,1,15,w15_f21_c4,0
72203,5,7,1,4,21,4,1553,2023,Lpp_dotA,0.419527,0.335194,123.783,297.003,22,44.4315,1,15,w15_f21_c4,0
72349,5,7,1,5,21,4,1571,2026,Lpp_dotA,0.419455,0.304458,124.188,306.326,22,45.1301,1,15,w15_f21_c4,0
72493,5,7,1,6,21,4,1573,2012,Lpp_dotA,0.413832,0.323983,124.037,364.0,25,44.3441,1,15,w15_f21_c4,0
72635,5,7,1,7,21,4,1594,2016,Lpp_dotA,0.414898,0.280519,124.566,320.631,21,42.4055,1,15,w15_f21_c4,0
72777,5,7,1,8,21,4,1582,2035,Lpp_dotA,0.428609,0.274588,125.162,304.531,17,36.9738,1,15,w15_f21_c4,0
72925,5,7,1,9,21,4,1608,2055,Lpp_dotA,0.424322,0.313932,124.701,312.291,19,42.1697,1,15,w15_f21_c4,0
70715,5,7,1,10,21,4,1561,1967,Lpp_dotA,0.428248,0.262519,127.121,301.44,13,40.5367,1,15,w15_f21_c4,0
70863,5,7,1,11,21,4,1570,1980,Lpp_dotA,0.442374,0.26118,127.428,306.566,20,33.2974,1,15,w15_f21_c4,0
71012,5,7,1,12,21,4,1568,1963,Lpp_dotA,0.447662,0.255416,127.994,269.139,19,25.6564,1,15,w15_f21_c4,0
71162,5,7,1,13,21,4,1597,1962,Lpp_dotA,0.448943,0.242155,127.662,277.96,16,32.0137,1,15,w15_f21_c4,0
71314,5,7,1,14,21,4,1591,1975,Lpp_dotA,0.442944,0.249859,129.203,269.662,14,28.3111,1,15,w15_f21_c4,0
71465,5,7,1,15,21,4,1583,1972,Lpp_dotA,0.443459,0.262196,128.821,284.876,10,31.3151,1,15,w15_f21_c4,0
71616,5,7,1,16,21,4,1570,1979,Lpp_dotA,0.433134,0.277135,129.051,294.447,9,25.6302,1,15,w15_f21_c4,0
71769,5,7,1,17,21,4,1571,1966,Lpp_dotA,0.441683,0.27829,128.032,338.331,10,23.6828,1,15,w15_f21_c4,0
72350,5,7,1,5,21,6,2093,1978,Lpp_dotA,0.40203,0.279645,113.589,,3,4.49729,1,15,w15_f21_c6,0
72494,5,7,1,6,21,6,2091,1950,Lpp_dotA,0.396147,0.271164,113.157,247.34,2,6.07789,1,15,w15_f21_c6,0
72636,5,7,1,7,21,6,2105,1938,Lpp_dotA,0.382486,0.292548,113.484,227.354,4,5.62379,1,15,w15_f21_c6,0
72778,5,7,1,8,21,6,2121,1928,Lpp_dotA,0.391416,0.268766,113.158,226.167,2,2.15695,1,15,w15_f21_c6,0
72926,5,7,1,9,21,6,2092,1940,Lpp_dotA,0.373972,0.323965,113.258,,1,3.46684,1,15,w15_f21_c6,0
70716,5,7,1,10,21,6,2096,1926,Lpp_dotA,0.38782,0.331364,113.18,226.508,0,0.0,0,15,w15_f21_c6,0
70864,5,7,1,11,21,6,2083,1894,Lpp_dotA,0.374111,0.342877,113.38,231.159,1,0.724806,1,15,w15_f21_c6,0
71013,5,7,1,12,21,6,2067,1916,Lpp_dotA,0.364964,0.393658,113.625,227.777,1,1.05664,1,15,w15_f21_c6,0
71163,5,7,1,13,21,6,2090,1911,Lpp_dotA,0.370567,0.380781,113.789,233.722,3,2.93415,1,15,w15_f21_c6,0
71315,5,7,1,14,21,6,2103,1940,Lpp_dotA,0.365017,0.419002,113.762,244.803,0,0.0,0,15,w15_f21_c6,0
71466,5,7,1,15,21,6,2119,1843,Lpp_dotA,0.367832,0.331682,113.907,274.179,1,1.93864,1,15,w15_f21_c6,0
71617,5,7,1,16,21,6,2103,1847,Lpp_dotA,0.386246,0.316672,114.272,265.337,2,2.54119,1,15,w15_f21_c6,0
71770,5,7,1,17,21,6,2106,1856,Lpp_dotA,0.402612,0.256688,115.583,287.251,3,2.90796,1,15,w15_f21_c6,0
72927,5,7,1,9,21,7,684,2104,Lpp_dotA,0.383782,0.282792,117.629,248.854,0,0.0,0,15,w15_f21_c7,0
70717,5,7,1,10,21,7,667,2076,Lpp_dotA,0.404505,0.261759,119.23,350.984,1,1.49327,1,15,w15_f21_c7,0
70865,5,7,1,11,21,7,666,2078,Lpp_dotA,0.40767,0.2343,121.548,274.054,0,0.0,0,15,w15_f21_c7,0
71014,5,7,1,12,21,7,676,2093,Lpp_dotA,0.421691,0.229897,123.638,258.219,0,0.0,0,15,w15_f21_c7,0
71164,5,7,1,13,21,7,667,2080,Lpp_dotA,0.420041,0.235828,121.162,,0,0.0,0,15,w15_f21_c7,0
71316,5,7,1,14,21,7,700,2072,Lpp_dotA,0.410097,0.254781,121.898,257.534,0,0.0,0,15,w15_f21_c7,0
71467,5,7,1,15,21,7,642,2080,Lpp_dotA,0.367662,0.400513,121.182,279.607,0,0.0,0,15,w15_f21_c7,0
71618,5,7,1,16,21,7,651,2085,Lpp_dotA,0.38831,0.323061,122.135,330.908,0,0.0,0,15,w15_f21_c7,0
71771,5,7,1,17,21,7,664,2082,Lpp_dotA,0.404971,0.257355,123.384,273.435,0,0.0,0,15,w15_f21_c7,0
70453,5,7,1,0,22,1,645,219,Lpp_dotA,0.334492,0.470416,119.598,292.426,3,4.24404,1,15,w15_f22_c1,0
70572,5,7,1,1,22,1,650,194,Lpp_dotA,0.333488,0.445798,119.371,459.642,2,2.80316,1,15,w15_f22_c1,0
71920,5,7,1,2,22,1,656,178,Lpp_dotA,0.335005,0.437566,119.316,588.678,2,3.99953,1,15,w15_f22_c1,0
72060,5,7,1,3,22,1,659,190,Lpp_dotA,0.347922,0.36397,118.324,644.589,4,2.98655,1,15,w15_f22_c1,0
72204,5,7,1,4,22,1,648,196,Lpp_dotA,0.359213,0.347431,118.707,650.65,3,3.22233,1,15,w15_f22_c1,0
72351,5,7,1,5,22,1,667,150,Lpp_dotA,0.363742,0.316339,119.248,652.042,3,4.32264,1,15,w15_f22_c1,0
72495,5,7,1,6,22,1,637,170,Lpp_dotA,0.322683,0.462773,118.264,682.048,1,2.74204,1,15,w15_f22_c1,0
72637,5,7,1,7,22,1,659,156,Lpp_dotA,0.369419,0.321504,118.553,674.788,0,0.0,0,15,w15_f22_c1,0
72779,5,7,1,8,22,1,651,128,Lpp_dotA,0.39643,0.249936,118.264,655.59,2,1.90371,1,15,w15_f22_c1,0
72928,5,7,1,9,22,1,614,150,Lpp_dotA,0.390599,0.282012,120.072,600.792,2,4.75053,1,15,w15_f22_c1,0
70718,5,7,1,10,22,1,635,92,Lpp_dotA,0.414607,0.218423,118.48,635.022,0,0.0,0,15,w15_f22_c1,0
70866,5,7,1,11,22,1,667,68,Lpp_dotA,0.445073,0.180958,118.78,600.119,1,0.043663,1,15,w15_f22_c1,0
71015,5,7,1,12,22,1,639,104,Lpp_dotA,0.428843,0.17912,119.032,626.897,0,0.0,0,15,w15_f22_c1,0
71165,5,7,1,13,22,1,594,104,Lpp_dotA,0.440862,0.191234,118.863,618.667,1,1.72905,1,15,w15_f22_c1,0
71317,5,7,1,14,22,1,597,83,Lpp_dotA,0.431714,0.221471,118.098,550.371,1,1.2313,1,15,w15_f22_c1,0
71468,5,7,1,15,22,1,597,81,Lpp_dotA,0.362001,0.321432,117.666,540.413,2,0.087326,1,15,w15_f22_c1,0
71619,5,7,1,16,22,1,586,81,Lpp_dotA,0.402744,0.235658,117.268,539.034,1,0.716073,1,15,w15_f22_c1,0
70454,5,7,1,0,22,2,519,691,Lpp_dotA,0.299708,0.603331,119.079,308.309,2,0.157187,1,15,w15_f22_c2,0
70573,5,7,1,1,22,2,470,683,Lpp_dotA,0.317113,0.549527,117.865,507.44,6,9.37008,1,15,w15_f22_c2,0
71921,5,7,1,2,22,2,369,679,Lpp_dotA,0.348107,0.471269,115.893,640.454,3,9.04697,1,15,w15_f22_c2,0
72061,5,7,1,3,22,2,304,660,Lpp_dotA,0.340245,0.433057,115.715,684.02,7,9.72812,1,15,w15_f22_c2,0
72205,5,7,1,4,22,2,339,645,Lpp_dotA,0.345761,0.438415,116.576,747.836,4,8.25231,1,15,w15_f22_c2,0
72352,5,7,1,5,22,2,362,644,Lpp_dotA,0.32298,0.502913,116.339,729.902,3,7.75455,1,15,w15_f22_c2,0
72496,5,7,1,6,22,2,423,658,Lpp_dotA,0.352897,0.416773,117.216,801.439,6,12.6099,1,15,w15_f22_c2,0
72638,5,7,1,7,22,2,401,660,Lpp_dotA,0.345762,0.45108,116.765,814.891,10,14.6096,1,15,w15_f22_c2,0
72780,5,7,1,8,22,2,354,652,Lpp_dotA,0.359169,0.415525,116.306,801.195,7,11.396,1,15,w15_f22_c2,0
72929,5,7,1,9,22,2,385,655,Lpp_dotA,0.355779,0.447785,117.212,849.33,4,13.2474,1,15,w15_f22_c2,0
70719,5,7,1,10,22,2,361,565,Lpp_dotA,0.363273,0.448933,117.835,852.256,6,11.4572,1,15,w15_f22_c2,0
70867,5,7,1,11,22,2,399,557,Lpp_dotA,0.398745,0.347235,116.504,844.785,5,11.5707,1,15,w15_f22_c2,0
71016,5,7,1,12,22,2,356,548,Lpp_dotA,0.382299,0.369238,117.166,869.026,4,10.7673,1,15,w15_f22_c2,0
71166,5,7,1,13,22,2,443,548,Lpp_dotA,0.398641,0.355257,117.684,859.283,5,14.7668,1,15,w15_f22_c2,0
71318,5,7,1,14,22,2,383,541,Lpp_dotA,0.402278,0.346439,117.678,853.776,3,14.0333,1,15,w15_f22_c2,0
71469,5,7,1,15,22,2,429,547,Lpp_dotA,0.385872,0.381851,117.793,880.544,9,16.8976,1,15,w15_f22_c2,0
71620,5,7,1,16,22,2,421,549,Lpp_dotA,0.383538,0.371636,117.548,858.559,4,14.5485,1,15,w15_f22_c2,0
71772,5,7,1,17,22,2,437,543,Lpp_dotA,0.373114,0.361542,118.37,903.916,6,14.1905,1,15,w15_f22_c2,0
70455,5,7,1,0,22,3,1124,702,Lpp_dotA,0.464696,0.145948,126.46,253.34,4,6.3748,1,15,w15_f22_c3,0
70574,5,7,1,1,22,3,1155,694,Lpp_dotA,0.440852,0.18373,127.439,327.972,4,6.7241,1,15,w15_f22_c3,0
71922,5,7,1,2,22,3,1095,703,Lpp_dotA,0.445587,0.197637,127.14,373.88,5,4.44489,1,15,w15_f22_c3,0
72062,5,7,1,3,22,3,1162,702,Lpp_dotA,0.456444,0.162099,127.196,425.996,6,4.61955,1,15,w15_f22_c3,0
72206,5,7,1,4,22,3,1086,690,Lpp_dotA,0.452739,0.172677,127.747,437.872,2,2.80316,1,15,w15_f22_c3,0
72353,5,7,1,5,22,3,1062,690,Lpp_dotA,0.466243,0.153012,128.574,456.876,3,3.69389,1,15,w15_f22_c3,0
72497,5,7,1,6,22,3,1088,694,Lpp_dotA,0.467215,0.139924,128.757,480.255,6,4.42743,1,15,w15_f22_c3,0
72639,5,7,1,7,22,3,1094,687,Lpp_dotA,0.458877,0.154197,129.298,492.293,3,3.90347,1,15,w15_f22_c3,0
72781,5,7,1,8,22,3,1084,687,Lpp_dotA,0.472724,0.13954,129.516,499.095,5,4.84659,1,15,w15_f22_c3,0
72930,5,7,1,9,22,3,1076,684,Lpp_dotA,0.464866,0.141627,129.737,486.012,5,7.44891,1,15,w15_f22_c3,0
70720,5,7,1,10,22,3,1116,594,Lpp_dotA,0.465807,0.138554,130.102,488.006,4,7.40524,1,15,w15_f22_c3,0
70868,5,7,1,11,22,3,1099,574,Lpp_dotA,0.485063,0.117182,129.966,493.308,3,5.03871,1,15,w15_f22_c3,0
71017,5,7,1,12,22,3,1136,586,Lpp_dotA,0.473712,0.135996,130.045,487.057,5,3.78122,1,15,w15_f22_c3,0
71167,5,7,1,13,22,3,1154,586,Lpp_dotA,0.473694,0.137539,130.084,492.855,8,6.56691,1,15,w15_f22_c3,0
71319,5,7,1,14,22,3,1143,595,Lpp_dotA,0.4785,0.129459,129.457,491.022,3,2.15695,1,15,w15_f22_c3,0
71470,5,7,1,15,22,3,1160,597,Lpp_dotA,0.468121,0.139214,130.625,494.335,9,4.61081,1,15,w15_f22_c3,0
71621,5,7,1,16,22,3,1118,588,Lpp_dotA,0.471435,0.137811,130.474,500.61,9,7.38778,1,15,w15_f22_c3,0
71773,5,7,1,17,22,3,1127,575,Lpp_dotA,0.460057,0.152066,132.272,484.065,7,8.05146,1,15,w15_f22_c3,0
70456,5,7,1,0,22,4,1612,1028,Lpp_dotA,0.280766,0.738101,124.354,381.412,0,0.0,0,15,w15_f22_c4,0
70575,5,7,1,1,22,4,1620,1002,Lpp_dotA,0.311906,0.663103,124.035,595.402,2,5.58886,1,15,w15_f22_c4,0
71923,5,7,1,2,22,4,1624,980,Lpp_dotA,0.394039,0.427999,124.209,353.257,9,0.733538,1,15,w15_f22_c4,0
72063,5,7,1,3,22,4,1610,984,Lpp_dotA,0.42068,0.30742,124.813,276.718,0,0.0,0,15,w15_f22_c4,0
72207,5,7,1,4,22,4,1602,974,Lpp_dotA,0.400857,0.328407,124.618,527.875,3,0.0785934,1,15,w15_f22_c4,0
72354,5,7,1,5,22,4,1590,980,Lpp_dotA,0.450182,0.272783,124.884,398.778,0,0.0,0,15,w15_f22_c4,0
72498,5,7,1,6,22,4,1597,965,Lpp_dotA,0.480356,0.152041,125.04,304.617,0,0.0,0,15,w15_f22_c4,0
72640,5,7,1,7,22,4,1601,953,Lpp_dotA,0.501415,0.0991696,124.892,308.079,0,0.0,0,15,w15_f22_c4,0
72782,5,7,1,8,22,4,1605,958,Lpp_dotA,0.489482,0.12167,124.908,335.637,0,0.0,0,15,w15_f22_c4,0
72931,5,7,1,9,22,4,1636,926,Lpp_dotA,0.463784,0.170957,124.704,1356.38,0,0.0,0,15,w15_f22_c4,0
70721,5,7,1,10,22,4,1671,765,Lpp_dotA,0.449679,0.216005,124.744,1447.14,3,2.41893,1,15,w15_f22_c4,0
70869,5,7,1,11,22,4,1679,764,Lpp_dotA,0.445738,0.186932,124.996,1504.64,0,0.0,0,15,w15_f22_c4,0
71018,5,7,1,12,22,4,1670,781,Lpp_dotA,0.453235,0.178844,124.978,1352.28,0,0.0,0,15,w15_f22_c4,0
71168,5,7,1,13,22,4,1660,774,Lpp_dotA,0.457429,0.177945,125.091,627.067,0,0.0,0,15,w15_f22_c4,0
71320,5,7,1,14,22,4,1639,796,Lpp_dotA,0.459576,0.196243,124.559,601.133,1,0.925656,1,15,w15_f22_c4,0
71471,5,7,1,15,22,4,1639,790,Lpp_dotA,0.44808,0.210263,124.284,653.603,1,0.820864,1,15,w15_f22_c4,0
71622,5,7,1,16,22,4,1622,810,Lpp_dotA,0.449852,0.198655,125.071,1188.35,0,0.0,0,15,w15_f22_c4,0
71774,5,7,1,17,22,4,1641,844,Lpp_dotA,0.417252,0.280539,126.585,1726.4,0,0.0,0,15,w15_f22_c4,0
70457,5,7,1,0,22,5,539,970,Lpp_dotA,0.292549,0.686481,122.026,244.645,8,7.85934,1,15,w15_f22_c5,0
70576,5,7,1,1,22,5,532,1034,Lpp_dotA,0.306276,0.695844,120.353,353.108,12,16.0767,1,15,w15_f22_c5,0
71924,5,7,1,2,22,5,547,1016,Lpp_dotA,0.333676,0.535097,120.73,438.003,6,11.5882,1,15,w15_f22_c5,0
72064,5,7,1,3,22,5,568,1038,Lpp_dotA,0.309284,0.537402,121.238,481.08,7,8.52302,1,15,w15_f22_c5,0
72208,5,7,1,4,22,5,529,1075,Lpp_dotA,0.325359,0.511205,121.356,496.854,5,10.6974,1,15,w15_f22_c5,0
